Date,Abap,Ada,C/C++,C#,Cobol,Dart,Delphi/Pascal,Go,Groovy,Haskell,Java,JavaScript,Julia,Kotlin,Lua,Matlab,Objective-C,Perl,PHP,Powershell,Python,R,Ruby,Rust,Scala,Swift,TypeScript,VBA,Visual Basic
June 2014,0.59,0.29,7.88,9.68,0.36,0.19,0.72,0.17,0.44,0.39,25.92,7.77,0.18,0.01,0.63,2.97,6.39,0.88,12.95,0.74,10.2,2.28,2.59,0.33,0.67,0.31,0.11,1.66,2.7
July 2014,0.6,0.29,7.83,9.65,0.35,0.17,0.7,0.18,0.43,0.38,25.98,7.75,0.18,0,0.64,2.93,6.37,0.87,12.85,0.74,10.09,2.28,2.61,0.31,0.66,0.68,0.12,1.66,2.67
August 2014,0.58,0.3,7.79,9.59,0.32,0.15,0.66,0.16,0.43,0.34,26.18,7.6,0.17,0,0.61,2.88,6.29,0.99,12.86,0.75,10.2,2.28,2.63,0.28,0.65,0.96,0.11,1.64,2.6
September 2014,0.59,0.34,7.83,9.56,0.33,0.18,0.65,0.2,0.45,0.35,26.07,7.49,0.2,0,0.61,2.8,6.14,1.11,12.73,0.77,10.17,2.37,2.64,0.23,0.66,1.23,0.13,1.61,2.53
October 2014,0.59,0.34,7.94,9.55,0.3,0.19,0.63,0.21,0.44,0.33,25.88,7.41,0.21,0,0.58,2.85,6.21,1.23,12.49,0.78,10.33,2.39,2.58,0.2,0.67,1.54,0.14,1.54,2.45
November 2014,0.54,0.33,8,9.47,0.29,0.17,0.57,0.19,0.42,0.3,25.89,7.32,0.2,0,0.52,2.9,6.3,1.29,12.27,0.8,10.45,2.47,2.51,0.17,0.65,1.89,0.13,1.54,2.39
December 2014,0.55,0.35,7.99,9.24,0.33,0.16,0.59,0.21,0.44,0.31,25.66,7.29,0.2,0,0.52,2.95,6.28,1.43,11.98,0.81,10.48,2.48,2.54,0.15,0.68,2.3,0.13,1.52,2.43
January 2015,0.56,0.36,8.02,9.15,0.31,0.17,0.56,0.21,0.46,0.34,25.55,7.3,0.21,0,0.51,3.02,6.2,1.39,11.9,0.77,10.62,2.57,2.54,0.16,0.7,2.4,0.13,1.49,2.4
February 2015,0.54,0.34,7.97,9.25,0.32,0.15,0.58,0.23,0.46,0.34,25.31,7.33,0.19,0,0.53,3.07,6.18,1.38,11.74,0.76,10.76,2.67,2.51,0.15,0.71,2.49,0.12,1.47,2.45
March 2015,0.53,0.33,7.91,9.24,0.32,0.13,0.56,0.21,0.45,0.35,25.35,7.27,0.16,0,0.51,3.18,6.1,1.35,11.71,0.75,11.03,2.68,2.5,0.14,0.73,2.59,0.11,1.45,2.37
April 2015,0.55,0.35,7.8,9.13,0.35,0.11,0.58,0.21,0.47,0.36,25.17,7.33,0.16,0,0.55,3.21,5.95,1.31,11.67,0.76,11.06,2.77,2.55,0.16,0.79,2.65,0.11,1.5,2.38
May 2015,0.56,0.33,7.63,9.25,0.34,0.1,0.59,0.21,0.48,0.35,25.17,7.41,0.16,0,0.54,3.2,5.77,1.34,11.76,0.74,11.08,2.79,2.59,0.17,0.81,2.63,0.14,1.51,2.35
June 2015,0.53,0.3,7.61,9.39,0.31,0.1,0.58,0.23,0.47,0.35,25.17,7.45,0.15,0,0.53,3.19,5.7,1.35,11.75,0.75,11.13,2.83,2.61,0.18,0.81,2.64,0.15,1.52,2.23
July 2015,0.51,0.3,7.56,9.45,0.32,0.09,0.57,0.23,0.46,0.33,25.24,7.41,0.14,0,0.52,3.08,5.65,1.34,11.75,0.8,11.25,2.85,2.59,0.17,0.81,2.7,0.17,1.53,2.16
August 2015,0.55,0.31,7.57,9.33,0.34,0.1,0.56,0.25,0.47,0.31,25.1,7.47,0.17,0,0.49,2.97,5.63,1.34,11.72,0.84,11.25,2.87,2.64,0.22,0.87,2.74,0.21,1.58,2.11
September 2015,0.54,0.31,7.64,9.28,0.34,0.11,0.55,0.27,0.45,0.29,25.25,7.43,0.18,0,0.48,2.87,5.61,1.31,11.62,0.82,11.37,2.86,2.63,0.24,0.89,2.78,0.23,1.59,2.04
October 2015,0.56,0.29,7.66,9.21,0.32,0.11,0.54,0.27,0.45,0.29,25.32,7.47,0.18,0,0.48,2.77,5.62,1.3,11.5,0.81,11.47,2.89,2.63,0.25,0.9,2.9,0.24,1.59,1.99
November 2015,0.53,0.32,7.7,9.1,0.34,0.14,0.52,0.29,0.44,0.31,25.2,7.35,0.21,0,0.51,2.77,5.56,1.3,11.24,0.82,11.6,2.97,2.61,0.28,0.94,3.05,0.27,1.61,2.01
December 2015,0.54,0.32,7.71,9.05,0.33,0.14,0.5,0.27,0.44,0.29,25.14,7.44,0.21,0,0.49,2.81,5.51,1.21,11.23,0.79,11.83,2.99,2.56,0.27,0.96,3.1,0.3,1.6,1.97
January 2016,0.51,0.33,7.83,8.93,0.32,0.14,0.51,0.29,0.4,0.3,25.07,7.6,0.21,0,0.49,2.87,5.54,1.2,11.07,0.74,11.9,3.04,2.5,0.27,1,3.1,0.32,1.59,1.93
February 2016,0.47,0.34,7.8,8.99,0.29,0.12,0.47,0.29,0.37,0.32,24.87,7.6,0.2,0,0.51,2.94,5.56,1.17,11.02,0.66,12.25,3.06,2.46,0.25,0.96,3.23,0.34,1.54,1.9
March 2016,0.45,0.34,7.65,8.97,0.29,0.11,0.46,0.3,0.37,0.34,24.54,7.71,0.19,0.03,0.54,2.97,5.52,1.14,11.03,0.66,12.53,3.15,2.42,0.25,0.96,3.27,0.38,1.52,1.9
April 2016,0.42,0.38,7.53,8.95,0.32,0.1,0.45,0.34,0.38,0.34,24.33,7.69,0.21,0.03,0.52,3.06,5.49,1.11,11.02,0.65,12.7,3.23,2.38,0.27,0.99,3.31,0.45,1.51,1.86
May 2016,0.41,0.39,7.5,9,0.31,0.07,0.44,0.37,0.38,0.33,24.25,7.69,0.17,0.03,0.53,3.04,5.46,1.06,11.09,0.63,12.83,3.27,2.37,0.24,0.97,3.42,0.5,1.46,1.79
June 2016,0.41,0.41,7.4,9,0.35,0.07,0.42,0.4,0.38,0.34,23.97,7.72,0.17,0.04,0.58,2.93,5.49,1.06,11.01,0.64,13.17,3.3,2.3,0.28,1.01,3.41,0.61,1.41,1.71
July 2016,0.44,0.43,7.31,9.05,0.35,0.06,0.39,0.44,0.4,0.33,23.64,7.65,0.15,0.07,0.58,2.88,5.38,1.05,10.87,0.67,13.5,3.4,2.32,0.29,1.06,3.48,0.7,1.41,1.69
August 2016,0.42,0.45,7.27,9.08,0.37,0.07,0.41,0.44,0.43,0.32,23.66,7.61,0.16,0.08,0.59,2.79,5.3,1,10.74,0.7,13.67,3.42,2.32,0.3,1.1,3.46,0.78,1.41,1.66
September 2016,0.42,0.52,7.27,9.05,0.37,0.09,0.4,0.46,0.43,0.34,23.55,7.61,0.19,0.06,0.56,2.72,5.26,1.03,10.62,0.72,13.82,3.4,2.29,0.32,1.11,3.53,0.84,1.41,1.6
October 2016,0.44,0.53,7.29,8.99,0.34,0.09,0.4,0.43,0.44,0.34,23.38,7.63,0.18,0.06,0.59,2.67,5.25,1.07,10.41,0.75,14.07,3.45,2.28,0.31,1.14,3.51,0.94,1.43,1.6
November 2016,0.46,0.53,7.43,8.76,0.33,0.11,0.39,0.42,0.44,0.34,23.06,7.82,0.22,0.08,0.57,2.67,5.24,1.05,10.22,0.77,14.5,3.48,2.22,0.32,1.17,3.4,0.99,1.44,1.59
December 2016,0.44,0.53,7.61,8.65,0.28,0.09,0.35,0.41,0.42,0.32,23.09,7.93,0.22,0.08,0.5,2.69,5.1,0.98,10.12,0.75,14.85,3.52,2.18,0.29,1.1,3.51,0.96,1.42,1.59
January 2017,0.42,0.52,7.51,8.59,0.27,0.1,0.35,0.39,0.43,0.31,22.92,8.04,0.25,0.07,0.49,2.67,5.14,0.94,10.09,0.78,15.21,3.52,2.17,0.29,1.08,3.48,1.01,1.39,1.58
February 2017,0.48,0.51,7.57,8.46,0.28,0.12,0.35,0.44,0.45,0.33,22.53,8.03,0.23,0.09,0.47,2.75,5,0.92,9.97,0.78,15.57,3.61,2.14,0.3,1.1,3.5,1.05,1.4,1.58
March 2017,0.49,0.5,7.46,8.39,0.31,0.11,0.35,0.46,0.46,0.32,22.36,8.11,0.2,0.1,0.48,2.75,4.82,0.86,9.85,0.8,16.06,3.72,2.09,0.33,1.16,3.5,1.1,1.35,1.53
April 2017,0.5,0.49,7.41,8.4,0.34,0.12,0.36,0.52,0.47,0.32,22.11,8.22,0.21,0.1,0.49,2.7,4.67,0.79,9.82,0.78,16.44,3.81,2.03,0.35,1.18,3.44,1.11,1.31,1.5
May 2017,0.48,0.46,7.26,8.45,0.36,0.11,0.34,0.54,0.46,0.33,22.01,8.28,0.17,0.09,0.48,2.67,4.54,0.78,9.72,0.76,16.71,3.93,2.05,0.34,1.25,3.48,1.16,1.31,1.48
June 2017,0.49,0.46,7.07,8.43,0.36,0.11,0.34,0.56,0.48,0.33,21.69,8.26,0.17,0.24,0.5,2.61,4.5,0.8,9.49,0.79,17.08,4.04,2.11,0.37,1.32,3.44,1.21,1.35,1.4
July 2017,0.5,0.43,7.03,8.25,0.35,0.1,0.33,0.61,0.5,0.33,21.66,8.3,0.15,0.37,0.48,2.57,4.37,0.81,9.2,0.77,17.44,4.13,2.08,0.36,1.33,3.5,1.25,1.44,1.34
August 2017,0.48,0.41,6.94,8.11,0.32,0.08,0.33,0.59,0.49,0.3,21.88,8.44,0.16,0.43,0.44,2.46,4.3,0.79,8.99,0.76,17.84,4.21,2.04,0.35,1.33,3.5,1.3,1.43,1.28
September 2017,0.48,0.36,6.91,8.05,0.3,0.1,0.32,0.61,0.52,0.3,21.91,8.43,0.17,0.53,0.42,2.36,4.24,0.82,8.8,0.75,18.17,4.25,2,0.31,1.31,3.47,1.35,1.49,1.28
October 2017,0.46,0.34,6.81,8.02,0.26,0.07,0.28,0.62,0.5,0.26,21.99,8.38,0.15,0.67,0.33,2.32,4.17,0.84,8.62,0.78,18.73,4.17,1.94,0.29,1.35,3.51,1.38,1.51,1.24
November 2017,0.47,0.33,6.67,7.96,0.25,0.08,0.29,0.66,0.54,0.24,22.03,8.3,0.15,0.78,0.31,2.26,4.13,0.86,8.41,0.82,19.25,4.16,1.86,0.3,1.32,3.46,1.37,1.51,1.23
December 2017,0.47,0.34,6.6,7.78,0.27,0.09,0.33,0.71,0.55,0.26,22.08,8.26,0.18,0.79,0.35,2.23,4.01,0.88,8.33,0.86,19.61,4.15,1.76,0.31,1.32,3.32,1.39,1.48,1.29
January 2018,0.48,0.36,6.53,7.84,0.27,0.08,0.31,0.75,0.54,0.25,21.98,8.19,0.18,0.76,0.38,2.22,3.89,0.85,8.26,0.87,20.14,4.19,1.72,0.34,1.31,3.17,1.41,1.42,1.3
February 2018,0.49,0.36,6.41,7.83,0.29,0.08,0.29,0.81,0.51,0.28,21.78,8.2,0.17,0.81,0.4,2.28,3.79,0.86,8.22,0.93,20.57,4.15,1.67,0.32,1.31,3.05,1.41,1.41,1.31
March 2018,0.48,0.37,6.29,7.82,0.28,0.06,0.29,0.82,0.5,0.29,21.77,8.17,0.19,0.85,0.4,2.31,3.72,0.83,8.06,0.95,21,4.15,1.68,0.35,1.29,2.96,1.43,1.38,1.31
April 2018,0.47,0.36,6.21,7.77,0.29,0.09,0.29,0.83,0.51,0.32,21.79,8.22,0.2,0.86,0.42,2.26,3.59,0.79,8.01,0.96,21.45,4.17,1.67,0.36,1.19,2.85,1.45,1.35,1.27
May 2018,0.47,0.39,6.17,7.68,0.3,0.1,0.28,0.85,0.5,0.33,21.68,8.24,0.2,0.87,0.44,2.23,3.46,0.74,7.99,0.93,22.05,4.13,1.65,0.37,1.17,2.77,1.46,1.35,1.23
June 2018,0.48,0.39,6,7.72,0.31,0.11,0.25,0.86,0.51,0.31,21.69,8.34,0.16,0.87,0.4,2.22,3.37,0.72,7.87,0.94,22.44,4.06,1.65,0.39,1.16,2.73,1.46,1.38,1.19
July 2018,0.51,0.37,5.93,7.65,0.31,0.15,0.25,0.85,0.53,0.31,21.58,8.36,0.18,0.92,0.4,2.16,3.29,0.73,7.75,0.97,22.81,4.02,1.61,0.4,1.19,2.73,1.47,1.39,1.19
August 2018,0.52,0.37,5.95,7.62,0.32,0.17,0.29,0.86,0.57,0.27,21.62,8.33,0.18,0.97,0.37,2.08,3.23,0.71,7.57,0.95,23.21,3.98,1.56,0.41,1.19,2.67,1.48,1.4,1.15
September 2018,0.54,0.39,6.04,7.57,0.32,0.19,0.28,0.91,0.53,0.25,21.42,8.28,0.22,0.97,0.37,2.02,3.22,0.7,7.49,0.96,23.44,3.99,1.58,0.42,1.21,2.66,1.49,1.42,1.13
October 2018,0.55,0.39,6.06,7.53,0.31,0.18,0.27,0.94,0.52,0.25,21.35,8.26,0.25,1,0.35,1.99,3.19,0.67,7.34,0.94,23.92,3.93,1.57,0.4,1.21,2.59,1.48,1.44,1.13
November 2018,0.55,0.38,6.08,7.5,0.32,0.19,0.28,0.94,0.48,0.24,21.19,8.21,0.27,1.06,0.33,1.97,3.13,0.66,7.17,0.95,24.35,3.91,1.56,0.41,1.21,2.57,1.52,1.44,1.13
December 2018,0.54,0.37,6.2,7.46,0.28,0.18,0.28,0.98,0.44,0.25,21.03,8.1,0.27,1.09,0.32,1.98,3.15,0.61,7.18,0.92,24.56,3.96,1.53,0.42,1.19,2.6,1.56,1.42,1.13
January 2019,0.51,0.38,6.14,7.44,0.29,0.19,0.3,1.01,0.43,0.27,20.99,8.14,0.3,1.11,0.32,1.98,3.06,0.58,7.17,0.88,25,3.93,1.49,0.42,1.16,2.5,1.53,1.38,1.1
February 2019,0.49,0.37,6.1,7.44,0.29,0.18,0.26,1.02,0.41,0.29,20.79,8.1,0.34,1.09,0.3,1.95,3.01,0.55,7.17,0.88,25.52,3.94,1.5,0.43,1.13,2.46,1.56,1.36,1.09
March 2019,0.47,0.34,6,7.38,0.31,0.2,0.25,1.05,0.45,0.29,20.61,8.13,0.3,1.12,0.31,1.98,2.89,0.51,7.12,0.9,26.12,3.93,1.41,0.43,1.08,2.41,1.56,1.35,1.09
April 2019,0.46,0.33,5.93,7.36,0.33,0.21,0.27,1.06,0.44,0.28,20.44,8.17,0.29,1.13,0.32,1.95,2.8,0.53,7.07,0.91,26.5,3.91,1.4,0.48,1.08,2.38,1.57,1.32,1.08
May 2019,0.48,0.35,5.85,7.23,0.35,0.24,0.29,1.15,0.48,0.27,20.15,8.19,0.3,1.17,0.34,1.92,2.77,0.57,6.97,0.98,26.67,3.96,1.34,0.53,1.07,2.34,1.58,1.36,1.1
June 2019,0.47,0.37,5.74,7.18,0.35,0.27,0.27,1.17,0.5,0.24,19.95,8.19,0.3,1.23,0.34,1.89,2.7,0.59,6.79,1,27.28,3.9,1.35,0.48,1.09,2.29,1.6,1.38,1.06
July 2019,0.47,0.39,5.74,7.14,0.36,0.29,0.25,1.19,0.53,0.22,19.72,8.09,0.29,1.27,0.34,1.82,2.69,0.57,6.61,1.07,27.73,3.82,1.35,0.52,1.1,2.37,1.63,1.37,1.04
August 2019,0.48,0.4,5.69,7.05,0.38,0.3,0.23,1.27,0.54,0.24,19.47,8.04,0.29,1.39,0.33,1.81,2.59,0.6,6.41,1.12,27.94,3.79,1.41,0.56,1.11,2.38,1.72,1.42,1.03
September 2019,0.47,0.41,5.7,7.06,0.37,0.33,0.22,1.3,0.54,0.28,19.16,7.94,0.32,1.44,0.31,1.75,2.6,0.63,6.27,1.15,28.15,3.74,1.45,0.62,1.19,2.4,1.74,1.42,1.03
October 2019,0.46,0.39,5.87,7.04,0.34,0.35,0.2,1.27,0.54,0.29,18.98,7.98,0.31,1.47,0.3,1.72,2.63,0.6,6.18,1.12,28.53,3.78,1.38,0.61,1.13,2.43,1.76,1.39,0.96
November 2019,0.48,0.36,5.9,7.22,0.31,0.37,0.17,1.27,0.52,0.3,18.94,8,0.28,1.47,0.27,1.71,2.59,0.61,6.09,1.11,28.8,3.7,1.4,0.62,1.11,2.43,1.79,1.35,0.85
December 2019,0.52,0.32,5.95,7.2,0.34,0.4,0.16,1.36,0.53,0.33,18.72,7.92,0.31,1.47,0.24,1.68,2.55,0.62,6.1,1.16,28.79,3.7,1.42,0.67,1.11,2.43,1.79,1.35,0.87
January 2020,0.52,0.32,5.93,7.08,0.33,0.45,0.18,1.41,0.5,0.34,18.46,7.98,0.32,1.5,0.27,1.79,2.47,0.67,6.11,1.17,28.7,3.73,1.43,0.72,1.12,2.37,1.81,1.4,0.91
February 2020,0.51,0.32,5.86,7.2,0.28,0.49,0.2,1.39,0.48,0.32,18.25,7.9,0.34,1.47,0.31,1.73,2.44,0.64,6.18,1.18,29.28,3.75,1.33,0.72,1.11,2.29,1.77,1.35,0.9
March 2020,0.55,0.33,5.87,7.23,0.26,0.5,0.19,1.37,0.45,0.27,18.15,7.92,0.32,1.41,0.34,1.77,2.38,0.63,6.03,1.16,29.95,3.71,1.28,0.69,1.04,2.19,1.84,1.3,0.87
April 2020,0.56,0.38,5.66,7.16,0.26,0.52,0.2,1.43,0.46,0.27,17.76,7.85,0.34,1.42,0.4,1.86,2.39,0.62,6.09,1.26,29.93,3.76,1.33,0.74,1.07,2.15,1.87,1.34,0.94
May 2020,0.52,0.43,5.63,6.89,0.32,0.57,0.24,1.41,0.46,0.29,17.36,7.77,0.42,1.47,0.45,1.9,2.4,0.54,5.97,1.23,30.46,3.83,1.34,0.8,1.07,2.09,1.79,1.37,1
June 2020,0.5,0.5,5.59,6.64,0.33,0.61,0.27,1.38,0.48,0.29,16.83,7.78,0.48,1.44,0.54,1.89,2.38,0.52,5.83,1.22,30.8,3.9,1.39,0.89,1.11,2.12,1.84,1.42,1.03
July 2020,0.53,0.53,5.63,6.62,0.33,0.61,0.25,1.37,0.45,0.29,16.4,7.79,0.49,1.47,0.52,1.84,2.46,0.45,5.8,1.16,31.41,3.9,1.35,0.92,1.1,2.15,1.89,1.34,0.96
August 2020,0.54,0.56,5.6,6.4,0.39,0.65,0.29,1.41,0.5,0.3,16.2,7.99,0.46,1.51,0.53,1.85,2.54,0.46,5.66,1.12,31.3,3.88,1.38,1,1.1,2.25,1.87,1.31,0.94
September 2020,0.49,0.58,5.48,6.21,0.41,0.65,0.3,1.42,0.46,0.34,16.11,8.15,0.46,1.61,0.57,1.82,2.61,0.42,5.9,1.1,31.13,3.96,1.36,1.02,1.06,2.42,1.8,1.27,0.9
October 2020,0.47,0.57,5.69,6.1,0.42,0.63,0.28,1.38,0.43,0.32,16.03,8.26,0.48,1.61,0.55,1.72,3.39,0.41,5.75,1.01,31.14,3.86,1.29,0.97,1.03,2.38,1.79,1.23,0.81
November 2020,0.46,0.57,5.92,6.27,0.33,0.63,0.24,1.35,0.39,0.3,16.31,8.4,0.45,1.62,0.52,1.73,3.56,0.41,5.96,0.96,30.57,3.84,1.23,0.88,0.98,2.34,1.9,1.11,0.77
December 2020,0.4,0.58,6.17,6.49,0.32,0.57,0.22,1.28,0.29,0.27,16.52,8.57,0.42,1.64,0.49,1.8,3.63,0.34,6.05,0.94,30.61,3.83,1.09,0.8,0.88,2.19,1.87,1.04,0.71
January 2021,0.37,0.7,6.24,6.49,0.35,0.56,0.24,1.31,0.35,0.24,16.65,8.4,0.53,1.67,0.59,1.72,3.67,0.35,5.97,1.03,30.21,3.82,1.16,0.83,0.81,2.11,1.76,1.14,0.74
February 2021,0.37,0.76,6.47,6.72,0.32,0.56,0.2,1.25,0.3,0.24,16.74,8.48,0.53,1.64,0.58,1.71,3.56,0.3,6.1,1.04,29.97,3.84,1.05,0.92,0.76,2,1.71,1.16,0.76
March 2021,0.4,0.79,6.63,6.79,0.31,0.58,0.23,1.24,0.36,0.2,17.05,8.38,0.53,1.62,0.52,1.63,3.45,0.31,6.05,1.06,29.91,3.69,1.02,0.96,0.71,1.8,1.77,1.24,0.77
April 2021,0.43,0.84,6.56,6.8,0.28,0.61,0.26,1.31,0.41,0.25,17.21,8.44,0.48,1.72,0.54,1.71,2.51,0.31,6.29,1.11,29.61,3.79,1.08,1.04,0.74,1.78,1.73,1.3,0.86
May 2021,0.49,0.91,6.43,6.74,0.36,0.6,0.3,1.41,0.44,0.25,17.42,8.49,0.49,1.73,0.6,1.57,2.16,0.31,6.19,1.25,29.46,3.77,1.09,1.2,0.72,1.7,1.65,1.39,0.86
June 2021,0.51,0.89,6.43,6.81,0.35,0.6,0.29,1.43,0.49,0.24,17.75,8.59,0.5,1.71,0.61,1.42,2.02,0.32,6.12,1.21,29.48,3.62,1.07,1.25,0.71,1.76,1.68,1.32,0.81
July 2021,0.55,0.79,6.43,6.98,0.35,0.6,0.26,1.42,0.42,0.25,17.76,8.93,0.34,1.69,0.53,1.43,1.8,0.34,6.18,1.16,29.95,3.63,0.99,1.16,0.76,1.62,1.67,1.23,0.79
August 2021,0.55,0.82,6.34,6.82,0.36,0.55,0.32,1.46,0.38,0.25,17.79,9.06,0.34,1.77,0.52,1.42,1.81,0.39,6.14,1.15,29.98,3.66,1.03,1.08,0.77,1.59,1.67,1.21,0.76
September 2021,0.57,0.89,6.47,6.95,0.4,0.56,0.29,1.52,0.4,0.27,17.47,9.25,0.31,1.8,0.54,1.39,1.92,0.38,6.18,1.19,29.22,3.8,1.09,1.13,0.83,1.59,1.54,1.25,0.79
October 2021,0.55,0.86,6.79,7.18,0.42,0.52,0.26,1.49,0.38,0.26,17.59,9.07,0.33,1.71,0.52,1.36,1.95,0.36,6.1,1.25,29.32,3.62,1.06,1.15,0.8,1.57,1.55,1.26,0.72
November 2021,0.5,0.83,6.89,7.21,0.34,0.49,0.21,1.4,0.36,0.25,17.33,9.19,0.29,1.69,0.44,1.41,2.09,0.37,6.1,1.13,29.67,3.75,1.01,1.07,0.78,1.68,1.62,1.22,0.69
December 2021,0.5,0.79,6.95,7.19,0.31,0.45,0.2,1.34,0.34,0.25,17.7,9.02,0.2,1.75,0.35,1.6,2.14,0.38,6.19,1.07,29.37,4.09,0.94,1.01,0.72,1.63,1.65,1.19,0.68
January 2022,0.42,0.73,7.43,7.29,0.23,0.4,0.21,1.19,0.34,0.24,18.07,9.09,0.2,1.71,0.31,1.75,2.28,0.33,6.06,0.94,28.82,4.21,0.83,0.97,0.6,1.92,1.75,1.06,0.61
February 2022,0.43,0.64,7.49,7.46,0.2,0.5,0.13,1.22,0.38,0.24,18.08,9.03,0.2,1.65,0.36,1.77,2.3,0.29,5.97,0.92,28.38,4.25,0.81,1.02,0.62,2,1.99,1.05,0.61
March 2022,0.41,0.59,7.39,7.35,0.18,0.55,0.09,1.26,0.38,0.22,18.19,9.08,0.23,1.61,0.38,1.9,2.24,0.28,5.83,0.81,28.46,4.37,0.74,1.06,0.59,2.08,2.22,0.95,0.56
April 2022,0.41,0.62,7.15,7.21,0.21,0.65,0.07,1.39,0.36,0.21,18.08,9.3,0.29,1.63,0.44,1.9,2.23,0.32,5.62,0.7,28.18,4.6,0.74,1.13,0.59,2.16,2.41,0.88,0.53
May 2022,0.42,0.57,6.99,7.24,0.22,0.7,0.05,1.54,0.39,0.22,17.98,9.36,0.35,1.67,0.49,1.84,2.24,0.29,5.6,0.73,27.73,4.54,0.83,1.26,0.62,2.19,2.56,0.86,0.53
June 2022,0.4,0.65,6.75,7.26,0.23,0.83,0.02,1.75,0.41,0.26,17.42,9.66,0.42,1.72,0.56,1.7,2.19,0.29,5.41,0.78,27.42,4.44,0.97,1.41,0.69,2.22,2.64,0.91,0.59
July 2022,0.45,0.73,6.22,7.05,0.26,0.88,0,2,0.42,0.29,17.16,9.5,0.47,1.78,0.62,1.57,2.11,0.31,5.45,0.86,27.58,4.38,1.1,1.57,0.76,2.06,2.76,1.01,0.63
August 2022,0.44,0.78,6.2,6.95,0.32,0.85,0,2.09,0.45,0.26,17.11,9.49,0.48,1.77,0.62,1.54,2.06,0.32,5.43,0.88,27.74,4.33,1.14,1.61,0.73,2.02,2.77,1.01,0.61
September 2022,0.45,0.77,6.25,7.03,0.34,0.86,0,2.13,0.42,0.29,17.02,9.5,0.45,1.8,0.64,1.49,2.01,0.35,5.33,0.91,27.85,4.16,1.15,1.59,0.73,2.01,2.83,1.02,0.62
October 2022,0.48,0.79,6.34,6.99,0.33,0.84,0,2.07,0.45,0.28,16.91,9.56,0.41,1.85,0.59,1.47,2.13,0.34,5.27,0.91,27.93,4.08,1.14,1.64,0.7,2.03,2.79,1.02,0.63
November 2022,0.48,0.85,6.52,6.95,0.34,0.88,0,2.02,0.4,0.3,16.72,9.48,0.39,1.83,0.58,1.58,2.13,0.36,5.17,0.93,27.98,4.05,1.11,1.73,0.69,2.1,2.81,1.01,0.62
December 2022,0.5,0.88,6.68,6.93,0.35,0.83,0,1.96,0.37,0.33,16.7,9.39,0.38,1.79,0.58,1.63,2.16,0.36,5.21,0.93,28.01,3.99,1.04,1.78,0.67,2.15,2.76,1.03,0.6
January 2023,0.46,0.85,6.84,6.93,0.39,0.82,0,1.92,0.39,0.32,16.63,9.55,0.39,1.8,0.58,1.63,2.19,0.35,5.24,0.89,27.69,3.99,1.02,1.89,0.63,2.21,2.77,1.02,0.59
February 2023,0.46,0.89,6.81,6.88,0.35,0.81,0.03,1.91,0.36,0.33,16.51,9.6,0.42,1.87,0.58,1.71,2.25,0.36,5.17,0.88,27.54,4.09,1,1.96,0.6,2.26,2.79,1.01,0.59
March 2023,0.45,0.95,6.8,6.81,0.33,0.81,0.07,1.85,0.35,0.31,16.28,9.54,0.44,1.89,0.56,1.74,2.25,0.33,5.2,0.9,27.64,4.21,1.01,2.06,0.61,2.26,2.8,0.96,0.57
April 2023,0.45,0.97,6.67,6.8,0.32,0.82,0.1,1.92,0.33,0.31,16.14,9.47,0.45,1.87,0.56,1.76,2.15,0.34,5.2,0.92,27.59,4.3,1.01,2.13,0.65,2.34,2.88,0.95,0.58
May 2023,0.47,1.01,6.5,6.83,0.32,0.84,0.14,1.91,0.36,0.27,16.09,9.51,0.42,1.89,0.58,1.67,2.12,0.33,5.16,0.92,27.68,4.4,1.03,2.14,0.67,2.3,2.92,0.95,0.58
June 2023,0.5,1.04,6.47,6.78,0.33,0.87,0.16,1.94,0.36,0.23,15.86,9.42,0.42,1.9,0.6,1.62,2.09,0.31,5.16,0.93,27.82,4.42,1.05,2.15,0.65,2.39,3.05,0.92,0.57
July 2023,0.57,1.14,6.44,6.77,0.29,0.93,0.19,1.95,0.37,0.21,15.75,9.35,0.4,1.87,0.59,1.64,2.12,0.32,5.09,0.96,27.69,4.49,1.05,2.13,0.68,2.43,3.07,0.93,0.58
August 2023,0.58,1.1,6.51,6.81,0.28,0.95,0.17,1.92,0.37,0.22,15.76,9.33,0.38,1.8,0.56,1.6,2.14,0.33,5.03,0.92,27.85,4.41,1.06,2.1,0.69,2.57,3.08,0.93,0.56
September 2023,0.6,1.05,6.53,6.72,0.26,0.95,0.17,1.96,0.35,0.22,15.8,9.35,0.37,1.77,0.58,1.54,2.17,0.31,4.93,0.9,27.87,4.43,1.08,2.08,0.69,2.68,3.05,0.97,0.62
October 2023,0.6,1.04,6.62,6.79,0.24,0.97,0.16,1.93,0.35,0.22,15.79,9.26,0.35,1.76,0.63,1.53,2.25,0.29,4.87,0.9,28.02,4.44,1.07,2.04,0.66,2.69,2.99,0.96,0.58
November 2023,0.6,1.03,6.8,6.67,0.24,0.95,0.16,1.98,0.35,0.25,15.86,9.11,0.37,1.76,0.64,1.54,2.29,0.31,4.86,0.9,27.99,4.46,1.03,2.01,0.61,2.74,2.95,0.96,0.56
December 2023,0.59,1.03,6.79,6.66,0.22,0.97,0.19,1.98,0.35,0.26,15.8,9.04,0.36,1.77,0.66,1.58,2.39,0.32,4.66,0.89,28.14,4.58,1,2.09,0.62,2.73,2.88,0.94,0.53
