quadrat,project_year,year,month,species_code,count,notes
AR6,1935,1935,5,HYFL,1,NA
AR6,1935,1935,10,BAMU,4,NA
AR6,1935,1935,10,HYFL,5,NA
AR6,1935,1935,10,MOCE,13,NA
AR6,1935,1935,10,MUSQ3,2,NA
AR6,1936,1936,10,APRA,1,NA
AR6,1936,1936,10,BAMU,3,NA
AR6,1936,1936,10,BOSP,1,NA
AR6,1936,1936,10,DIWI2,4,NA
AR6,1936,1936,10,HYFL,1,NA
AR6,1937,1937,10,BAMU,1,NA
AR6,1937,1937,10,DIWI2,2,NA
AR6,1937,1937,10,HYFL,1,NA
AR6,1938,1938,9,BAMU,1,NA
AR6,1938,1938,9,MUSQ3,5,NA
AR6,1938,1938,9,TILA2,2,NA
AR6,1939,1940,1,BAMU,6,NA
AR6,1940,1941,2,DIWI2,1,NA
AR6,1941,1942,1,BAMU,3,NA
AR6,1941,1942,1,DIWI2,3,NA
AR6,1941,1942,1,HYFL,1,NA
AR6,1941,1942,1,LIAU4,5,NA
AR6,1942,1942,10,BAMU,2,NA
AR6,1942,1942,10,CHIN2,24,NA
AR6,1942,1942,10,HYFL,3,NA
AR6,1942,1942,10,LIAU4,9,NA
AR6,1944,1945,3,CHIN2,28,NA
AR6,1944,1945,3,DIWI2,3,NA
AR6,1945,1945,9,BAMU,3,NA
AR6,1945,1945,9,LIAU4,2,NA
AR6,1946,1946,12,DIWI2,1,NA
AR6,1947,1947,9,HYFL,1,NA
AR6,1947,1947,9,LIAU4,1,NA
AR6,1950,1950,11,BOSP,4,NA
AR6,1951,1951,8,LIAU4,3,NA
AR6,1955,1955,9,SATR12,3,NA
AR6,1958,1958,9,BAMU,2,NA
AR6,1958,1958,9,COAM8,6,NA
AR6,1958,1958,9,LIAU4,9,NA
AR6,1958,1958,9,SATR12,16,NA
AR6,2006,2007,3,CRYPT,3,NA
AR6,2006,2007,3,DEPI,14,NA
AR6,2006,2007,3,NAHI,2,NA
B1,1915,1915,6,BAMU,3,NA
B1,1915,1915,10,PORTU,1,NA
B1,1916,1916,5,BAMU,1,NA
B1,1917,1917,6,BAMU,1,NA
B1,1919,1919,7,BAMU,2,NA
B1,1919,1919,7,CHIN2,1,NA
B1,1919,1919,7,TILA2,1,NA
B1,1923,1923,10,BAMU,3,NA
B1,1923,1923,10,DIWI2,1,NA
B1,1923,1923,10,TILA2,1,NA
B1,1925,1925,10,ARAD,1,NA
B1,1925,1925,10,TILA2,2,NA
B1,1926,1926,9,APRA,2,NA
B1,1926,1926,9,ARAD,10,NA
B1,1926,1926,9,CRCR3,1,NA
B1,1926,1926,9,KAHI,1,NA
B1,1926,1926,9,MUSQ3,1,NA
B1,1935,1935,10,ARAD,1,NA
B1,1935,1935,10,BAMU,1,NA
B1,1935,1935,10,NAHI,1,NA
B1,1935,1935,10,TRTE,1,NA
B1,1936,1936,10,ARAD,2,NA
B1,1936,1936,10,BAMU,1,NA
B1,1936,1936,10,TRTE,1,NA
B1,1937,1937,10,TRTE,1,NA
B1,1938,1938,9,ARAD,1,NA
B1,1938,1938,9,KAHI,1,NA
B1,1938,1938,9,PAHI5,1,NA
B1,1938,1938,9,TILA2,3,NA
B1,1938,1938,9,TRTE,1,NA
B1,1956,1956,8,SATR12,5,NA
B1,1958,1958,9,SATR12,3,NA
B1,1959,1959,8,APRA,4,NA
B1,1961,1961,9,TILA2,1,NA
B1,1966,1966,10,ARAD,1,NA
B1,1966,1966,10,TILA2,3,NA
B1,1968,1968,8,ARAD,48,NA
B1,1968,1968,8,SATR12,1,NA
B1,1969,1969,9,ARAD,33,NA
B1,1969,1969,9,BOSP,14,NA
B1,1969,1969,9,KAHI,2,NA
B1,1969,1969,9,TILA2,39,NA
B1,1970,1970,8,ARAD,28,NA
B1,1970,1970,8,BOSP,2,NA
B1,1972,1972,8,ARAD,9,NA
B1,1973,1973,8,ARAD,1,NA
B1,1976,1976,7,APRA,3,NA
B1,2006,2006,11,BOBA2,1,NA
B1,2006,2006,11,OEAL,42,NA
B1,2011,2011,9,TILA2,9,NA
B1,2016,2016,10,BOBA2,12,NA
B1,2016,2016,10,CHSE7,1,NA
B1,2016,2016,10,KAHI,2,NA
B1,2016,2016,10,TILA2,4,NA
B2,1915,1915,10,ARAD,3,NA
B2,1915,1915,10,PAHI5,3,NA
B2,1916,1916,9,ARAD,1,NA
B2,1917,1917,6,HYFL,2,NA
B2,1918,1918,9,ARAD,1,NA
B2,1918,1918,9,PAHI5,5,NA
B2,1919,1919,7,TILA2,1,NA
B2,1920,1920,7,HYFL,1,NA
B2,1920,1920,7,LIAU4,10,NA
B2,1920,1920,7,NAHI,1,NA
B2,1920,1920,10,HYFL,2,NA
B2,1920,1920,10,LIAU4,4,NA
B2,1923,1923,10,DIWI2,2,NA
B2,1923,1923,10,PAHI5,1,NA
B2,1923,1923,10,TILA2,3,NA
B2,1925,1925,10,TILA2,4,NA
B2,1925,1925,10,TRTE,3,NA
B2,1926,1926,9,ARAD,1,NA
B2,1926,1926,9,CRCR3,1,NA
B2,1926,1926,9,DIWI2,9,NA
B2,1926,1926,9,KAHI,1,NA
B2,1927,1927,9,LIAU4,1,NA
B2,1934,1934,10,ASNU4,7,NA
B2,1935,1935,5,LIAU4,2,NA
B2,1935,1935,10,ASNU4,3,NA
B2,1935,1935,10,KAHI,1,NA
B2,1935,1935,10,LIAU4,2,NA
B2,1935,1935,10,MOCE,1,NA
B2,1935,1935,10,PAHI5,1,NA
B2,1936,1936,10,ASNU4,3,NA
B2,1936,1936,10,PAHI5,3,NA
B2,1937,1937,10,ASNU4,1,NA
B2,1937,1937,10,LIAU4,1,NA
B2,1937,1937,10,PAHI5,6,NA
B2,1937,1937,10,TRTE,1,NA
B2,1938,1938,9,CRTE4,1,NA
B2,1938,1938,9,KAHI,1,NA
B2,1938,1938,9,PAHI5,2,NA
B2,1938,1938,9,TRTE,1,NA
B2,1939,1940,1,ASNU4,1,NA
B2,1940,1941,2,LIAU4,1,NA
B2,1942,1942,10,APRA,1,NA
B2,1942,1942,10,LIAU4,1,NA
B2,1949,1949,9,PAHI5,1,NA
B2,1958,1958,9,APRA,7,NA
B2,1958,1958,9,LIAU4,1,NA
B2,1958,1958,9,SATR12,3,NA
B2,1959,1959,8,CHIN2,5,NA
B2,1968,1968,8,ARAD,140,NA
B2,1968,1968,8,BOSP,3,NA
B2,1968,1968,8,CHIN2,1,NA
B2,1968,1968,8,COAM8,3,NA
B2,1968,1968,8,SATR12,1,NA
B2,1968,1968,8,TRTE,2,NA
B2,1969,1969,9,ARAD,11,NA
B2,1969,1969,9,BOSP,20,NA
B2,1969,1969,9,KAHI,2,NA
B2,1969,1969,9,PORTU,4,NA
B2,1969,1969,9,TILA2,3,NA
B2,1970,1970,8,ARAD,9,NA
B2,1970,1970,8,BOSP,3,NA
B2,1970,1970,8,COAM8,6,NA
B2,1970,1970,8,PAHI5,4,NA
B2,1972,1972,8,ARAD,13,NA
B2,1972,1972,8,PAHI5,2,NA
B2,1973,1973,8,ARAD,10,NA
B2,1976,1976,7,APRA,1,NA
B2,1995,1995,10,CRMI,5,NA
B2,1995,1995,10,DIWI2,2,NA
B2,2006,2006,11,BOBA2,3,NA
B2,2006,2006,11,CRYPT,5,NA
B2,2006,2006,11,DIWI2,7,NA
B2,2006,2006,11,LIVE2,14,NA
B2,2006,2006,11,NAHI,4,NA
B2,2016,2016,10,BOSP,1,NA
B2,2016,2016,10,CHMI7,2,NA
B2,2016,2016,10,POHA5,1,NA
B2,2016,2016,10,TILA2,1,NA
B2A,1925,1925,10,ARAD,2,NA
B2A,1925,1925,10,TILA2,1,NA
B2A,1925,1925,10,TRTE,2,NA
B2A,1934,1934,10,ASNU4,1,NA
B2A,1935,1935,5,HYFL,1,NA
B2A,1935,1935,10,HYFL,2,NA
B2A,1935,1935,10,LIAU4,1,NA
B2A,1935,1935,10,NAHI,1,NA
B2A,1937,1937,10,NAHI,1,NA
B2A,1937,1937,10,PAHI5,1,NA
B2A,1938,1938,9,PAHI5,1,NA
B2A,1955,1955,9,APRA,1,NA
B2A,1955,1955,9,SATR12,3,NA
B2A,1956,1956,8,SATR12,1,NA
B2A,1958,1958,9,APRA,4,NA
B2A,1958,1958,9,PORTU,1,NA
B2A,1958,1958,9,SATR12,1,NA
B2A,1966,1966,10,TILA2,2,NA
B2A,1970,1970,8,ARAD,2,NA
B2A,1970,1970,8,SATR12,2,NA
B2A,1979,1980,1,CRCR3,3,NA
B2A,1995,1995,10,APRA,1,NA
B2A,1995,1995,10,BOBA2,1,NA
B2A,1995,1995,10,CHIN2,7,NA
B2A,1995,1995,10,MOCE,1,NA
B2A,1995,1995,10,PAHI5,1,NA
B2A,1995,1995,10,POPI3,1,NA
B2A,2001,2001,10,ERAB2,1,NA
B2A,2001,2001,10,TILA2,5,NA
B2A,2006,2006,11,BOBA2,7,NA
B2A,2006,2006,11,DIWI2,7,NA
B2A,2006,2006,11,OEAL,50,1
B2A,2006,2006,11,PAHI5,1,NA
B2A,2006,2006,11,POPI3,7,NA
B2A,2011,2011,9,PAHI5,1,NA
B2A,2011,2011,9,POPI3,1,NA
B2A,2011,2011,9,TILA2,3,NA
B2A,2011,2011,9,UNKAF1,2,NA
B2A,2011,2011,9,UNKAF2,1,NA
B2A,2016,2016,10,BOBA2,16,NA
B2A,2016,2016,10,CHMI7,1,NA
B2A,2016,2016,10,CHSE6,4,NA
B2A,2016,2016,10,KAHI,3,NA
B2A,2016,2016,10,MOCE,6,NA
B2A,2016,2016,10,TILA2,2,NA
B3,1915,1915,6,LIAU4,1,NA
B3,1915,1915,10,ARAD,2,NA
B3,1915,1915,10,PORTU,1,NA
B3,1917,1917,6,NAHI,2,NA
B3,1918,1918,9,KAHI,1,NA
B3,1918,1918,9,PAHI5,1,NA
B3,1918,1918,9,TILA2,1,NA
B3,1918,1918,9,TRTE,1,NA
B3,1919,1919,7,HYFL,3,NA
B3,1919,1919,7,NAHI,2,NA
B3,1920,1920,7,HYFL,2,NA
B3,1920,1920,7,LIAU4,1,NA
B3,1923,1923,10,BOSP,2,NA
B3,1923,1923,10,KAHI,1,NA
B3,1923,1923,10,TILA2,4,NA
B3,1925,1925,10,ARAD,4,NA
B3,1925,1925,10,BOSP,2,NA
B3,1925,1925,10,TILA2,5,NA
B3,1925,1925,10,TRTE,4,NA
B3,1926,1926,9,DIWI2,1,NA
B3,1933,1933,10,HYFL,1,NA
B3,1935,1935,5,APRA,1,NA
B3,1935,1935,5,DIWI2,4,NA
B3,1935,1935,10,ARAD,4,NA
B3,1935,1935,10,BAMU,1,NA
B3,1935,1935,10,MOCE,15,NA
B3,1935,1935,10,NAHI,15,NA
B3,1935,1935,10,PAHI5,2,NA
B3,1935,1935,10,PORTU,1,NA
B3,1936,1936,10,APRA,2,NA
B3,1936,1936,10,ARAD,26,NA
B3,1936,1936,10,PAHI5,4,NA
B3,1936,1936,10,PORTU,2,NA
B3,1937,1937,10,ARAD,4,NA
B3,1937,1937,10,PAHI5,8,NA
B3,1937,1937,10,PORTU,6,NA
B3,1938,1938,9,ARAD,5,NA
B3,1938,1938,9,PAHI5,12,NA
B3,1938,1938,9,PORTU,3,NA
B3,1946,1946,9,PAHI5,2,NA
B3,1946,1946,9,PORTU,3,NA
B3,1952,1952,9,COAM8,1,NA
B3,1952,1952,9,KAHI,2,NA
B3,1958,1958,9,SATR12,6,NA
B3,1960,1960,8,GUSP,1,NA
B3,1961,1961,9,PAHI5,4,NA
B3,1966,1966,10,SATR12,1,NA
B3,1968,1968,8,SATR12,8,NA
B3,1969,1969,9,ARAD,23,NA
B3,1969,1969,9,BOSP,2,NA
B3,1969,1969,9,KAHI,3,NA
B3,1969,1969,9,PAHI5,3,NA
B3,1969,1969,9,PORTU,16,NA
B3,1969,1969,9,TILA2,1,NA
B3,1970,1970,8,ARAD,2,NA
B3,1970,1970,8,BOSP,2,NA
B3,1970,1970,8,COAM8,4,NA
B3,1970,1970,8,PAHI5,7,NA
B3,1972,1972,8,ARAD,26,NA
B3,1973,1973,8,ARAD,8,NA
B3,1976,1976,7,HYFL,1,NA
B3,1976,1976,7,SATR12,84,NA
B3,2006,2006,11,BOBA2,1,NA
B3,2006,2006,11,CHSE7,1,NA
B3,2006,2006,11,CRYPT,6,NA
B3,2006,2006,11,DIWI2,3,NA
B3,2006,2006,11,OEAL,7,NA
B3,2006,2006,11,UNKAF1,3,NA
B3,2006,2006,11,UNKAF2,1,NA
B3,2011,2011,9,ARAD,13,NA
B3,2011,2011,9,ASNU4,3,NA
B3,2011,2011,9,KAPA,1,NA
B3,2011,2011,9,MOCE,1,NA
B3,2011,2011,9,PAHI5,1,NA
B3,2011,2011,9,PEPA2,1,NA
B3,2011,2011,9,TILA2,1,NA
B3,2016,2016,10,ARAD,4,NA
B3,2016,2016,10,BOAR,23,NA
B3,2016,2016,10,BOSP,3,NA
B3,2016,2016,10,IPCO2,1,NA
B3,2016,2016,10,MOCE,1,NA
B3,2016,2016,10,PAHI5,2,NA
B3,2016,2016,10,PEAN,2,NA
B3,2016,2016,10,PEPA2,1,NA
B3,2016,2016,10,TILA2,1,NA
B4,1915,1915,10,ARAD,2,NA
B4,1915,1915,10,PORTU,1,NA
B4,1916,1916,9,LIAU4,1,NA
B4,1917,1917,6,HYFL,1,NA
B4,1917,1917,6,LIAU4,2,NA
B4,1917,1917,6,NAHI,1,NA
B4,1918,1918,9,BOSP,2,NA
B4,1918,1918,9,PORTU,1,NA
B4,1918,1918,9,TILA2,2,NA
B4,1919,1919,7,LIAU4,4,NA
B4,1919,1919,7,TILA2,2,NA
B4,1920,1920,7,LIAU4,28,NA
B4,1920,1920,7,NAHI,1,NA
B4,1920,1920,10,LIAU4,3,NA
B4,1922,1922,10,DIWI2,3,NA
B4,1923,1923,10,DIWI2,2,NA
B4,1923,1923,10,GUSP,1,NA
B4,1925,1925,10,PORTU,9,NA
B4,1925,1925,10,TILA2,2,NA
B4,1926,1926,9,ARAD,1,NA
B4,1926,1926,9,DIWI2,12,NA
B4,1926,1926,9,LIAU4,2,NA
B4,1926,1926,9,NAHI,1,NA
B4,1927,1927,9,PORTU,2,NA
B4,1935,1935,5,ASNU4,2,NA
B4,1935,1935,5,DIWI2,1,NA
B4,1935,1935,10,MOCE,4,NA
B4,1935,1935,10,NAHI,16,NA
B4,1935,1935,10,PAHI5,1,NA
B4,1936,1936,10,ARAD,1,NA
B4,1937,1937,10,PORTU,11,NA
B4,1937,1937,10,TILA2,1,NA
B4,1938,1938,9,PORTU,48,NA
B4,1947,1948,4,CHIN2,2,NA
B4,1949,1949,9,DIWI2,2,NA
B4,1951,1951,8,BOSP,23,NA
B4,1951,1951,8,LIAU4,4,NA
B4,1958,1958,9,SATR12,4,NA
B4,1959,1959,8,CHIN2,2,NA
B4,1960,1960,8,GUSP,1,NA
B4,1968,1968,8,ARAD,6,NA
B4,1968,1968,8,SATR12,18,NA
B4,1969,1969,9,ARAD,8,NA
B4,1969,1969,9,BOSP,2,NA
B4,1969,1969,9,PORTU,6,NA
B4,1970,1970,8,ARAD,13,NA
B4,1970,1970,8,COAM8,69,NA
B4,1970,1970,8,NAHI,1,NA
B4,1970,1970,8,SATR12,2,NA
B4,1972,1972,8,ARAD,8,NA
B4,1976,1976,7,APRA,1,NA
B4,1995,1995,10,ARAD,4,NA
B4,1995,1995,10,BOAR,11,NA
B4,1995,1995,10,CRMI,15,NA
B4,1995,1995,10,DIWI2,4,NA
B4,1995,1995,10,EUPHO,1,NA
B4,1995,1995,10,PEPA2,1,NA
B4,1995,1995,10,POPI3,1,NA
B4,2001,2001,10,DIWI2,1,NA
B4,2006,2006,11,BOBA2,1,NA
B4,2006,2006,11,CRYPT,1,NA
B4,2006,2006,11,DIWI2,5,NA
B4,2006,2006,11,LIVE2,1,NA
B4,2006,2006,11,NAHI,2,NA
B4,2006,2006,11,OEAL,13,NA
B4,2006,2006,11,TILA2,1,NA
B4,2011,2011,9,ARAD,12,NA
B4,2011,2011,9,ASNU4,1,NA
B4,2011,2011,9,POOL,5,NA
B4,2011,2011,9,TILA2,2,NA
B4,2016,2016,10,BOAR,12,NA
B4,2016,2016,10,BOBA2,25,NA
B4,2016,2016,10,BOSP,4,NA
B4,2016,2016,10,BOUTE,16,NA
B4,2016,2016,10,CHSE7,1,NA
B4,2016,2016,10,LIAU4,1,NA
B4,2016,2016,10,POHA5,1,NA
B4,2016,2016,10,POOL,2,NA
B5,1917,1917,6,APRA,2,NA
B5,1917,1917,6,LIAU4,1,NA
B5,1917,1917,6,NAHI,3,NA
B5,1918,1918,9,KAHI,1,NA
B5,1918,1918,9,MUSQ3,1,NA
B5,1918,1918,9,PORTU,12,NA
B5,1918,1918,9,TILA2,1,NA
B5,1919,1919,7,LIAU4,3,NA
B5,1919,1919,7,NAHI,1,NA
B5,1920,1920,7,LIAU4,11,NA
B5,1920,1920,7,NAHI,13,NA
B5,1920,1920,10,LIAU4,4,NA
B5,1921,1921,7,LIAU4,5,NA
B5,1921,1921,10,LIAU4,1,NA
B5,1923,1923,10,DIWI2,1,NA
B5,1926,1926,9,APRA,3,NA
B5,1926,1926,9,CRCR3,2,NA
B5,1926,1926,9,DIWI2,11,NA
B5,1926,1926,9,LIAU4,1,NA
B5,1927,1927,9,PORTU,1,NA
B5,1933,1933,10,LIAU4,2,NA
B5,1935,1935,5,APRA,2,NA
B5,1935,1935,5,CHIN2,1,NA
B5,1935,1935,5,LIAU4,3,NA
B5,1935,1935,10,APRA,1,NA
B5,1935,1935,10,LIAU4,10,NA
B5,1935,1935,10,MOCE,4,NA
B5,1935,1935,10,PORTU,1,NA
B5,1936,1936,10,LIAU4,15,NA
B5,1936,1936,10,PORTU,4,NA
B5,1936,1936,10,TILA2,3,NA
B5,1937,1937,10,DIWI2,1,NA
B5,1937,1937,10,LIAU4,1,NA
B5,1937,1937,10,TILA2,2,NA
B5,1938,1938,9,BOSP,1,NA
B5,1938,1938,9,CRTE4,2,NA
B5,1938,1938,9,MUSQ3,2,NA
B5,1938,1938,9,PORTU,2,NA
B5,1938,1938,9,TILA2,9,NA
B5,1939,1940,1,LIAU4,1,NA
B5,1940,1941,2,LIAU4,1,NA
B5,1942,1942,10,LIAU4,1,NA
B5,1946,1946,9,TILA2,1,NA
B5,1949,1949,9,BOSP,1,NA
B5,1952,1952,9,CHIN2,1,NA
B5,1958,1958,9,SATR12,8,NA
B5,1959,1959,8,APRA,1,NA
B5,1959,1959,8,CHIN2,5,NA
B5,1961,1961,9,TILA2,1,NA
B5,1966,1966,10,TILA2,4,NA
B5,1968,1968,8,SATR12,5,NA
B5,1969,1969,9,ARAD,1,NA
B5,1969,1969,9,PORTU,1,NA
B5,1969,1969,9,SATR12,1,NA
B5,1969,1969,9,TILA2,3,NA
B5,1995,1995,10,BOSP,2,NA
B5,1995,1995,10,POPI3,3,NA
B5,1995,1995,10,TILA2,7,NA
B5,2006,2006,11,CRYPT,7,NA
B5,2006,2006,11,DIWI2,5,NA
B5,2006,2006,11,TILA2,2,NA
B5,2016,2016,10,BOBA2,3,NA
B5,2016,2016,10,BOSP,17,NA
B5,2016,2016,10,DIWI2,1,NA
B5,2016,2016,10,MUSQ3,1,NA
B5,2016,2016,10,PEAN,2,NA
B5,2016,2016,10,TILA2,3,NA
G1,1916,1916,5,DIWI2,1,NA
G1,1916,1916,9,ARAD,26,NA
G1,1916,1916,9,TILA2,9,NA
G1,1917,1917,6,ASNU4,3,NA
G1,1918,1918,9,ARAD,3,NA
G1,1918,1918,9,MUSQ3,1,NA
G1,1918,1918,9,TILA2,6,NA
G1,1919,1919,5,ASNU4,1,NA
G1,1920,1920,8,KAHI,1,NA
G1,1921,1921,10,BOSP,9,NA
G1,1921,1921,10,KAHI,15,NA
G1,1921,1921,10,PAHI5,2,NA
G1,1921,1921,10,TILA2,5,NA
G1,1922,1922,10,MUSQ3,21,NA
G1,1923,1923,10,MUSQ3,1,NA
G1,1926,1926,9,APRA,2,NA
G1,1926,1926,9,NAHI,5,NA
G1,1927,1927,9,TILA2,1,NA
G1,1932,1932,10,TILA2,1,NA
G1,1934,1934,10,ASNU4,19,NA
G1,1935,1935,5,APRA,1,NA
G1,1935,1935,5,ASNU4,2,NA
G1,1936,1936,10,ARAD,4,NA
G1,1936,1936,10,ASNU4,27,NA
G1,1936,1936,10,NAHI,8,NA
G1,1937,1937,10,ARAD,1,NA
G1,1937,1937,10,ASNU4,25,NA
G1,1937,1937,10,BOSP,1,NA
G1,1937,1937,10,DIWI2,6,NA
G1,1937,1937,10,NAHI,2,NA
G1,1938,1938,9,ARAD,2,NA
G1,1938,1938,9,DIWI2,1,NA
G1,1938,1938,9,PAHI5,1,NA
G1,1940,1940,12,ASNU4,10,NA
G1,1940,1940,12,DIWI2,3,NA
G1,1941,1942,1,ASNU4,2,NA
G1,1941,1942,1,LIAU4,1,NA
G1,1944,1944,9,BOSP,15,NA
G1,1944,1944,9,DIWI2,2,NA
G1,1944,1944,9,LIAU4,2,NA
G1,1945,1945,9,LIAU4,1,NA
G1,1946,1946,9,APRA,5,NA
G1,1946,1946,9,BOSP,3,NA
G1,1946,1946,9,PAHI5,3,NA
G1,1947,1947,9,APRA,1,NA
G1,1947,1947,9,BOSP,16,NA
G1,1947,1947,9,PAHI5,4,NA
G1,1947,1947,9,TILA2,1,NA
G1,1949,1949,8,KAHI,7,NA
G1,1949,1949,8,PAHI5,6,NA
G1,1949,1949,8,TILA2,3,NA
G1,1949,1949,8,TRTE,3,NA
G1,1950,1950,8,BOSP,4,NA
G1,1950,1950,8,KAHI,8,NA
G1,1950,1950,8,PAHI5,9,NA
G1,1950,1950,8,TILA2,1,NA
G1,1952,1952,9,KAHI,5,NA
G1,1952,1952,9,TILA2,2,NA
G1,1954,1954,11,PAHI5,13,NA
G1,1955,1955,9,APRA,1,NA
G1,1955,1955,9,CHIN2,1,NA
G1,1958,1958,9,SATR12,4,NA
G1,1968,1968,8,COAM8,8,NA
G1,1968,1968,8,SATR12,35,NA
G1,1969,1969,8,ARAD,4,NA
G1,1969,1969,8,COAM8,4,NA
G1,1969,1969,8,SATR12,24,NA
G1,1970,1970,8,PAHI5,9,NA
G1,1970,1970,8,SATR12,7,NA
G1,1977,1977,8,BAMU,1,NA
G1,1995,1995,10,ARAD,1,NA
G1,1995,1995,10,DIWI2,1,NA
G1,1995,1995,10,LIAU4,3,NA
G1,1995,1995,10,MUSQ3,2,NA
G1,1995,1995,10,SATR12,1,NA
G1,2001,2001,10,UNKAF,1,NA
G1,2006,2006,11,ASTRA,1,NA
G1,2006,2006,11,BAMU,2,NA
G1,2006,2006,11,DIWI2,2,NA
G1,2006,2006,11,LIVE2,8,NA
G1,2006,2006,11,NAHI,1,NA
G1,2006,2006,11,TILA2,11,NA
G1,2006,2006,11,UNKAF,8,NA
G1,2011,2011,11,BOBA2,5,NA
G1,2011,2011,11,CHSE7,5,NA
G1,2011,2011,11,PEPA2,2,NA
G1,2011,2011,11,TILA2,1,NA
G2,1916,1916,5,APRA,15,NA
G2,1916,1916,5,ASNU4,2,NA
G2,1916,1916,5,NAHI,7,NA
G2,1916,1916,9,APRA,10,NA
G2,1916,1916,9,TILA2,3,NA
G2,1917,1917,6,APRA,3,NA
G2,1917,1917,6,ASNU4,1,NA
G2,1917,1917,6,CRCR3,1,NA
G2,1917,1917,10,ASNU4,1,NA
G2,1917,1917,10,TILA2,1,NA
G2,1918,1918,9,ARAD,1,NA
G2,1918,1918,9,KAHI,2,NA
G2,1918,1918,9,TILA2,5,NA
G2,1920,1920,8,KAHI,2,NA
G2,1920,1920,8,TILA2,2,NA
G2,1920,1920,8,TRTE,4,NA
G2,1921,1921,10,BOSP,2,NA
G2,1921,1921,10,KAHI,6,NA
G2,1921,1921,10,PAHI5,4,NA
G2,1921,1921,10,TILA2,2,NA
G2,1922,1922,10,MUSQ3,2,NA
G2,1923,1923,10,PAHI5,1,NA
G2,1923,1923,10,TILA2,1,NA
G2,1924,1924,10,TILA2,1,NA
G2,1926,1926,9,APRA,3,NA
G2,1926,1926,9,ARAD,3,NA
G2,1926,1926,9,CRCR3,1,NA
G2,1926,1926,9,NAHI,2,NA
G2,1926,1926,9,SATR12,1,NA
G2,1927,1927,9,BOSP,2,NA
G2,1931,1931,9,PASP,1,NA
G2,1933,1933,10,APRA,4,NA
G2,1933,1933,10,NAHI,12,NA
G2,1933,1933,10,PAHI5,2,NA
G2,1933,1933,10,PASP,1,NA
G2,1934,1934,10,ASNU4,1,NA
G2,1935,1935,5,DIWI2,1,NA
G2,1935,1935,10,BAMU,1,NA
G2,1935,1935,10,DIWI2,1,NA
G2,1935,1935,10,PAHI5,1,NA
G2,1936,1936,10,ASNU4,7,NA
G2,1936,1936,10,DIWI2,7,NA
G2,1936,1936,10,NAHI,16,NA
G2,1937,1937,10,ASNU4,5,NA
G2,1937,1937,10,DIWI2,9,NA
G2,1937,1937,10,PAHI5,1,NA
G2,1937,1937,10,TRTE,1,NA
G2,1938,1938,9,DIWI2,2,NA
G2,1938,1938,9,KAHI,1,NA
G2,1938,1938,9,PAHI5,3,NA
G2,1938,1938,9,TRTE,1,NA
G2,1939,1939,12,ASNU4,8,NA
G2,1939,1939,12,DIWI2,13,NA
G2,1940,1940,12,ASNU4,8,NA
G2,1940,1940,12,DIWI2,1,NA
G2,1940,1940,12,LIAU4,4,NA
G2,1941,1942,1,BAMU,1,NA
G2,1943,1943,10,ARAD,1,NA
G2,1943,1943,10,PAHI5,5,NA
G2,1944,1944,9,PAHI5,2,NA
G2,1946,1946,9,DIWI2,2,NA
G2,1947,1947,9,PAHI5,1,NA
G2,1949,1949,8,PAHI5,13,NA
G2,1949,1949,8,TILA2,2,NA
G2,1950,1950,8,BOSP,9,NA
G2,1950,1950,8,KAHI,1,NA
G2,1952,1952,9,COAM8,1,NA
G2,1952,1952,9,TILA2,1,NA
G2,1957,1957,8,SATR12,1,NA
G2,1957,1957,8,TRTE,2,NA
G2,1958,1958,9,PAHI5,3,NA
G2,1959,1959,9,DIWI2,3,NA
G2,1959,1959,9,PAHI5,2,NA
G2,1965,1965,8,SATR12,2,NA
G2,1968,1968,8,SATR12,55,NA
G2,1969,1969,8,ARAD,20,NA
G2,1969,1969,8,PASP,2,NA
G2,1969,1969,8,SATR12,25,NA
G2,1970,1970,8,SATR12,14,NA
G2,1977,1977,8,BAMU,2,NA
G2,1995,1995,10,ASTRA,1,NA
G2,1995,1995,10,BAMU,8,NA
G2,1995,1995,10,DIWI2,1,NA
G2,1995,1995,10,EUPHO,3,NA
G2,1995,1995,10,MUSQ3,3,NA
G2,1995,1995,10,TILA2,1,NA
G2,2001,2001,10,BOBA2,3,NA
G2,2001,2001,10,TILA2,2,NA
G2,2006,2006,11,ASNU4,2,NA
G2,2006,2006,11,BAMU,7,NA
G2,2006,2006,11,BOBA2,2,NA
G2,2006,2006,11,CRYPT,8,NA
G2,2006,2006,11,DIWI2,1,NA
G2,2006,2006,11,LIVE2,4,NA
G2,2006,2006,11,NAHI,1,NA
G2,2006,2006,11,PAHI5,1,NA
G2,2006,2006,11,TILA2,1,NA
G2,2011,2011,11,BOBA2,9,NA
G2,2011,2011,11,CHSE7,3,NA
G2,2011,2011,11,PEPA2,1,NA
G2,2011,2011,11,TILA2,4,NA
G2,2016,2016,9,PECTI,1,NA
G3,1916,1916,5,ASNU4,1,NA
G3,1917,1917,10,ASNU4,1,NA
G3,1917,1917,10,PAHI5,2,NA
G3,1917,1917,10,TILA2,1,NA
G3,1918,1918,9,MUSQ3,1,NA
G3,1918,1918,9,TILA2,8,NA
G3,1919,1919,5,ASNU4,1,NA
G3,1919,1919,5,CRCR3,2,NA
G3,1921,1921,10,PAHI5,1,NA
G3,1922,1922,10,DIWI2,3,NA
