company1,company2,company3,company4,company5,company6,namemine,town,province,latitude,longitude,open1,close1,open2,close2,open3,close3,commodityall,commodity1,commodity2,commodity3,commodity4,commodity5,commodity6,commodity7,commodity8,information,source1,source2,source3,link1,link2,link3
Breakwater Resources Ltd.,Galway Metals,,,,,Estrades,La Sarre,Quebec,49.586987,-78.863607,1985,1992,,,,,"Gold, Silver, Zinc, Copper, Lead",Gold,Silver,Zinc,Copper,Lead,,,,p.15 https://galwaymetalsinc.com/wp-content/uploads/2021/11/GWM-MDA-Q3-2021-FINAL.pdf,1,0,1,https://galwaymetalsinc.com/estrades/,https://gq.mines.gouv.qc.ca/documents/examine/MF0420/MF0420RAP001.pdf,https://gq.mines.gouv.qc.ca/documents/examine/GM48077/GM48077.pdf
ERG Resources Inc,,,,,,,Timmins ,Ontario,48.51176,-81.24516,1988,1989,,,,,Gold,Gold,,,,,,,,"In the late 1980's, E.R.G. Resources (ERG), Giant Yellowknife Mines Resources Inc. established a tailings recovery plant on the McIntyre property to reprocess tailings and recover their contained gold values. The plant started up in 1988 but financial
problems led to operations being abandoned in late 1989. from ""PLANNING FOR CLOSURE – PORCUPINE GOLD MINES’ MINE CLOSURE PROGRAM"" https://open.library.ubc.ca/media/download/pdf/59367/1.0042653/1 ",1,0,1,,,
Minnova Inc. ,Hemlo Gold Mines Inc. ,Cambior Inc,,,,Ansil,Rouyn-Noranda,Quebec,48.356189,-79.116781,1989,1993,,,,,"Copper, Zinc, Gold, Silver",Copper,Zinc,Gold,Silver,,,,,https://www.mindat.org/loc-205483.html,1,0,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10303447,https://store.cim.org/en/an-overview-of-minnovas-ansil-mine,https://thediggings.com/mines/usgs10056487
Cal Graphite Corp.,Applied Carbon Technology Incorporated,,,,,Butt Township,Huntsville ,Ontario,45.72644,-79.07675,1990,1994,,,,,Graphite,Graphite,,,,,,,,,1,0,1,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI31E11NE00004.html,,
Stratmin Inc.,,,,,,Lac-des-iles (Diotte),Notre-Dame-du-Laus/Bouthillier Twnship,Quebec,46.376045,-75.530895,1990,1991,,,,,Graphite,Graphite,,,,,,,,"In 1992's 900A Map,this mine changed location to Lac-des-Iles which is very close to Notre-Dame. In 1995, the location changed to Bouthillier Township",1,0,1,https://www.canadacarbon.com/asbury-graphite-project,https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf,
Pioneer Coal Co. Ltd. ,,,,,,,Westville ,Nova Scotia,45.556667,-62.66,1991,2019,,,,,Coal,Coal,,,,,,,," Opening in 1996 ""Pioneer Coal Ltd., an Antigonish-based mining company is in the process of winding down its open pit mine in Stellarton and has been looking for new sources of coal. It approached Westville last year about doing exploratory drilling on historical underground mine works. - Aaron Beswick"" (source3 link1)",1,0,1,https://www.saltwire.com/nova-scotia/business/proposed-pictou-county-open-pit-coal-mine-project-has-westville-residents-riled-328087/,https://notyourgrandfathersmining.ca/stellarton-surface-mine,
Dolobec Inc.,Mazarin Mining Corporation Inc.,Sequoia Minerals Inc. ,,,,Dolobex,Portage-du-Fort,Quebec,45.600774,-76.652273,1991,2004,,,,,Dolomite,Dolomite,,,,,,,,,1,0,1,https://gq.mines.gouv.qc.ca/documents/examine/GM68420/GM68420.pdf,https://gq.mines.gouv.qc.ca/documents/examine/GM68420/GM68420.pdf,https://gq.mines.gouv.qc.ca/documents/examine/GM68420/GM68420.pdf
AquaGold Resources Inc.,Atlantic Industrial Minerals Incorporated,,,,,Glen Morrison,Sydney ,Nova Scotia,45.999181,-60.31690195,1992,open,,,,,"Limestone, https://gq.mines.gouv.qc.ca/documents/examine/GM68420/GM68420.pdf",Limestone,,,,,,,,,1,0,1,https://www.mindat.org/feature-5962022.html,,
Saskatoon Chemicals Ltd. (a Division of Weyerhaeuer Canada Ltd.),Sterling Pulp Chemicals (Sask) Ltd.,,,,,,Saskatoon,Saskatchewan,52.15826771,-106.6747102,1992,open,,,,,Salt,Salt,,,,,,,,,1,0,1,https://www.cleartech.ca/History,,
"EcoSource Garnet, Inc.",,,,,,Street Township,Sudbury,Ontario,46.579953,-80.608442,1993,2016,,,,,Almandine,Almandine,,,,,,,,,1,0,1,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI000000001564.html,,
North American Palladium Ltd.,The Sheridan Platinum,,,,,Lac-des-iles,Thunder Bay ,Ontario,49.16997,-89.61277,1993,2008,2010,open,,,Palladium,Palladium,,,,,,,,,1,0,1,https://www.mining-technology.com/projects/lacdesilesmine/,,
"Hudson Bay Mining and Smelting Co., Umited",,,,,,Konuto Lake (Denare Beach),Creighton,Saskatchewan,54.652502,-102.0563816,1993,2005,,,,,"Copper, Zinc",Copper,Zinc,,,,,,,"""About 65 people will work at the mine."" from https://www.cbc.ca/news/canada/lynn-lake-hit-hard-while-flin-flon-gains-1.192718 but also ""Meanwhile, Keystone Gold Project is shutting down it's operations in Lynn Lake after six years."" This might cancel the impact",1,0,1,https://www.woodmac.com/reports/metals-konuto-lake-closed-zinc-mine-16180095 /// closure due to depletion of the resource,http://saskmining.ca/fileLibrary/0_History%20of%20Mining%20in%20Saskatchewan.pdf,
Baskatong Quartz Inc.,Sitec Inc.,,,,,,Saint-Edwidge,Quebec,45.2036193,-71.68163026,1995,2003,,,,,Silica,Silica,,,,,,,,,1,0,1,https://publications.gc.ca/Collection/Statcan/26-226-X/26-226-XIB1998000.pdf,,
Louvem Mines Inc. ,Monarques Resources,Richmont Mines Inc.,,,,Beaufor (Courvan),Val d'Or,Quebec,48.161693,-77.554619,1996,2022,,,,,"Gold, Silver",Gold,Silver,,,,,,,The mine was also in production from 1939 to 1942 ///// from 1939-42 under the name courvan,1,0,1,https://miningdataonline.com/property/929/Beaufor-Mine.aspx#Overview,https://www.mindat.org/loc-195138.html,
Flintkote Co. Of Canada Ltd.,"Atlantic Gypsum Resources, Inc",,,,,Fischell Brook,Division No. 4 (St. Georges and Flat Bay),Newfoundland-and-Labrador,48.30833,-58.675,1996,2001,,,,,Gypsum,Gypsum,,,,,,,,,1,0,1,https://www.mindat.org/loc-243838.html,,
Cambior Inc.,Breakwater Resources Ltd.,Nystar NV,,,,Gonzague Langlois (Grevet),Lebel-sur-Quevillon,Quebec,49.245851,-76.674092,1996,2008,2012,2019,,,"Zinc, Silver, Gold, Copper, Lead",Zinc,Silver,Gold,Copper,Lead,,,,,1,0,1,https://geologica.qc.ca/portfolio/gonzague-langlois-nyrstar/?lang=en,https://www.mindat.org/loc-257055.html,https://comexqc.ca/cr/fiches-de-projet/projet-dexploitation-miniere-grevet/
Imperial Metals Corporation and Sumitomo Corp.,,,,,,Mount Polly or Mount Polley,McLeese Lake,British Columbia,52.544959,-121.633931,1997,2014,2015,2019,,,"Gold, Copper",Gold,Copper,,,,,,,,1,0,1,https://imperialmetals.com/our-operations/mount-polley-mine/overview,,
Placer Dome North America and TVX Gold Inc.,,,,,,Musselwhite,Opapamiskan Lake,Ontario,52.60936,-90.3926,1997,open,,,,,Gold,Gold,,,,,,,,,1,0,1,https://www.nrcan.gc.ca/science-data/science-research/earth-sciences/earth-sciences-resources/earth-sciences-federal-programs/musselwhite-mine-ontario/8818,,
Royal Oak Mines Inc.,Northgate Exploration Limited,Aurico Gold Inc.,,,,Kemess,North-Central British-Columbia,British Columbia,57.004722,-126.758611,1998,2011,,,,,"Copper, Gold, Molybdenum, Silver",Copper,Gold,Molybdenum,Silver,,,,,,1,0,1,https://geohack.toolforge.org/geohack.php?pagename=Kemess_Mine&params=57_0_17_N_126_45_31_W_region:CA-BC_type:landmark,,
Shabogamo Mining and Exploration Co. Ltd.,FerroQuartz Labrador Inc.,,,,,Shabogamo,Smokey Mountain ,Newfoundland-and-Labrador,52.986343,-66.937508,1999,2008,,,,,Quartz,Quartz,,,,,,,,reopening environmental assessment/ new owner spanish,1,0,1,https://www.gov.nl.ca/ecc/files/env-assessment-projects-y2015-1809-1809-reg-doc-roy.pdf,,
FNX Mining Company Inc.,,,,,,Levack,,Ontario,46.6607,-81.3779,1937,1999,2010,open,,,"Copper, Nickel, PM",Copper,Nickel,PM,,,,,,The mine also produced between 1915 and 1929.,1,0,0,,,
Sigma Mines (Quebec) Ltd. ,Placer Dome Inc.,McWatters Mining Inc,,,,Sigma,Bourlamaque ,Quebec,48.100313,-77.757144,1937,2007,,,,,Gold,Gold,,,,,,,,,1,0,0,,,
Wabush Mines,Cliffs Natural Resources Inc.,,,,,Scully,Wabush ,Newfoundland-and-Labrador,52.907129,-66.912573,1962,2013,,,,,Iron,Iron,,,,,,,,"Wabush Mines started mining iron ore from the Scully Mine in Labrador in 1965. Cliffs Natural Resources (CNR) bought out its partners and became sole owner of the mine in 2011. Concentrate was railed for pelletizing in Pointe-Noire, Québec, until the pellet plant closed in 2013.
In February 2014, CNR announced that mining and concentrating activities at Wabush Mines would be idled; later in 2014, CNR announced that the mine was permanently closed. Wabush Mines entered the Companies’ Creditors Arrangement Act (CCAA) process and on July 19, 2017, Tacora Resources Inc. announced that it had closed the acquisition of assets associated with the Scully Mine.",1,0,0,,,
Endako Mines ,Placer Development Ltd.,Canex placer Ltd.,Thompson Creek Mining Limited and Nissho Iwai Moly Resources Inc.,,,,Endako,British Columbia,54.03611,-125.11,1965,2016,,,,,"Molybdenum, Copper, Zinc, Tungsten, Bismuth",Molybdenum,Copper,Zinc,Tungsten,Bismuth,,,,,1,0,0,,,
Lafarge Canada Inc.,,,,,,Harper Ranch,,British Columbia,50.667488,-120.064293,1970,2016,,,,,Limestone,Limestone,,,,,,,,,1,0,0,,,
Battle River Coal Ltd. ,Manalta Coal Ltd. ,Westmoreland Coal Company,,,,Sheerness,Sheerness ,Alberta,51.49346416,-111.6880825,1986,2021,,,,,Coal,Coal,,,,,,,,,1,0,0,,,
Labrador Inuit Development Corporation,,,,,,Ten Mile Bay,,Newfoundland-and-Labrador,56.4869,-61.6362,1992,2010,,,,,Anorthosite,Anorthosite,,,,,,,,,1,0,0,,,
Sunshine Lardeau Mines Ltd.,,,,,,Spider,,British Columbia,49.789999,-117.3625,1897,1979,,,,,"Silver, Lead, Copper, Zinc, Gold, Cadmium, Silica",Silver,Lead,Copper,Zinc,Gold,Cadmium,Silica,,,1,0,1,https://minfile.gov.bc.ca/Summary.aspx?minfilno=082KNW045,,
Phoenix Copper Co. Ltd. ,Granby Mining Co. Ltd. ,Zuni Energy Corp,McKinney Gold Mines Ltd.,,,Phoenix (Knob Hill),Phoenix ,British Columbia,49.090833,-118.59944,1900,1976,,,,,"Copper, Gold, Silver, Lead, Iron",Copper,Gold,Silver,Lead,Iron,,,,,1,0,0,,,
Cominco Ltd. ,"Consolidated Mining and Smelting Co. of Canada Ltd., The",,,,,Sullivan,Kimberley,British Columbia,49.7075,-116.00527,1900,2001,,,,,"Lead, Zinc, Silver, Tin, Copper, Gold, Iron, Sulphur",Lead,Zinc,Silver,Tin,Copper,Gold,Iron,Sulphur,,1,0,0,,,
Newfoundland Minerals Ltd.,Armstrong World Industries Canada Ltd.,,,,,,Manuels ,Newfoundland-and-Labrador,47.48704708,-52.95292769,1902,2019,,,,,Pyrophyllite,Pyrophyllite,,,,,,,,,1,0,0,,,
"Cariboo Gold Quartz Mining Co. Ltd., The ",,,,,,,,British Columbia,53.089721,-121.56138,1902,1966,,,,,"Gold, Silver, Tungsten, Bismuth, Lead, Zinc",Gold,Silver,Tungsten,Bismuth,Lead,Zinc,,,,1,0,0,,,
Corona Corp. ,Homestake Canada Ltd.,,,,,Nickel Plate,Hedley,British Columbia,49.365277,-120.03444,1904,1996,,,,,"Gold, Silver, Arsenic, Copper, Zinc, Cobalt, Lead, Bismuth",Gold,Silver,Arsenic,Copper,Zinc,Cobalt,Lead,Bismuth,,1,0,0,,,
Britannia Mining and Smelting Co. Ltd.,,,,,,,,British Columbia,49.611111,-123.14111,1905,1974,,,,,"Copper, Zinc, Lead, Silver, Gold, Cadmium",Copper,Zinc,Lead,Silver,Gold,Cadmium,,,,1,0,0,,,
Princeton Mining Corporation (Similco Mines Corporation)),,,,,,Similco,Princeton,British Columbia,49.33111,-120.53416,1908,2018,,,,,"Copper, Gold, Silver",Copper,Gold,Silver,,,,,,,1,0,0,,,
Utica Mines Ltd.,Lajo Mines Ltd. ,,,,,,Keremeos ,British Columbia,49.974999,-117.12722,1909,1980,,,,,"Silver, Lead, Zinc, Gold, Cadmium, Copper",Silver,Lead,Zinc,Gold,Cadmium,Copper,,,,1,0,0,,,
Dome Mines Ltd. ,Placer Dome Inc.,Placer Dome (CLA) Limited and Kinross Gold Corporation,Goldcorp Inc.,,,Dome,South Porcupine ,Ontario,48.46351,-81.24272,1910,2017,,,,,Gold,Gold,,,,,,,,,1,0,0,,,
Silver Standard Mines Ltd. ,,,,,,,,British Columbia,55.316943,-127.62972,1913,1989,,,,,"Silver, Gold, Lead, Zinc, Copper, Cadmium",Silver,Gold,Lead,Zinc,Copper,Cadmium,,,,1,0,0,,,
Wesfrob Mines Ltd.,Falconbridge Nickel Mines Ltd.,,,,,Wesfrob Mining Division,Tasu,British Columbia,52.756666,-132.04333,1914,1983,,,,,"Iron, Magnetite, Copper, Silver, Gold",Iron,Magnetite,Copper,Silver,Gold,,,,,1,0,0,,,
Dankoe Mine Ltd.,,,,,,,Keremeos ,British Columbia,49.056944,-119.68999,1915,1983,,,,,"Silver, Gold, Lead, Zinc, Copper",Silver,Gold,Lead,Zinc,Copper,,,,,1,0,0,,,
Kirkland Lake Gold Mining Co. Ltd. ,,,,,,,,Ontario,48.14543,-80.05872,1916,1960,,,,,Gold,Gold,,,,,,,,,1,0,0,,,
Sissons Mines Ltd.,,,,,,,Alix,Alberta,52.31971666,-113.2133589,1919,2002,,,,,Coal,Coal,,,,,,,,,1,0,0,,,
"Alexco Resources Corp (2006- Present); Dominion Mineral Resources and Sterling Frontier Properties Company of Canada Ltd. (1990-1997); United Keno Hill Mines Ltd. (1947-1989); Treadwell Yukon Corp. Ltd. (1925-1941), Keno Hill, Ltd. [formed by Yukon Gold Company] (1919-1934)","Dominion Mineral Resources and Sterling Frontier Properties Company of Canada Ltd. (1990-1997); United Keno Hill Mines Ltd. (1947-1989); Treadwell Yukon Corp. Ltd. (1925-1941), Keno Hill, Ltd. [formed by Yukon Gold Company] (1919-1934)",,,,,Historic Keno Hill District,,Yukon,63.90947,-135.30225,1919,1989,1990,1997,2006,open,"Zinc, Lead, Silver, Gold",Zinc,Lead,Silver,Gold,,,,,"140 to 600 workers // famous historic mining camp, the majority of employees were local; mostly European immigrants; exact  numbers unknown",1,0,0,,,
Renabie Mines Ltd.,,,,,,,Missanabie (Renabie),Ontario,48.37559,-83.873,1920,1991,,,,,Gold,Gold,,,,,,,,,1,0,0,,,
Luscar Coals Ltd. ,,,,,,,Luscar,Alberta,53.06594227,-117.4070829,1921,1958,,,,,Coal,Coal,,,,,,,,Luscar is a ghost town,1,0,0,,,
Alberta Power Limited,Battle River Coal Ltd. ,Manalta Coal Ltd. ,,,,Vesta,Halkirk ,Alberta,52.46720085,-112.1525496,1922,2012,,,,,Coal,Coal,,,,,,,,,1,0,0,,,
Royal Oak Mines Inc.,,,,,,Nighthawk Lake,Timmins,Ontario,48.49567,-80.9732,1924,1979,,,,,Gold,Gold,,,,,,,,,1,0,0,,,
Violamac Mines (B.C.) Ltd. ,,,,,,,,British Columbia,49.994999,-117.27166,1924,1985,,,,,"Silver, Lead, Zinc, Gold, Cadmium, Copper",Silver,Lead,Zinc,Gold,Cadmium,Copper,,,,1,0,0,,,
Bathurst Feldspar Mines Ltd. ,,,,,,,,Ontario,44.91281,-76.39586,1926,1952,,,,,Feldspar,Feldspar,,,,,,,,,1,0,0,,,
Lethbridge Collieries Ltd. ,,,,,,,,Alberta,49.84729193,-112.8413593,1927,1965,,,,,Coal,Coal,,,,,,,,,1,0,0,,,
Torbrit Silver Mines Ltd. ,,,,,,,,British Columbia,55.686944,-129.5075,1928,1959,,,,,"Silver, Lead, Zinc, Gold, Copper",Silver,Lead,Zinc,Gold,Copper,,,,,1,0,0,,,
Hudson Bay Mining and Smelting Co. Ltd. ,,,,,,,Flin Flon ,Saskatchewan,54.75694,-101.8786249,1930,1977,,,,,"Copper, Zinc, Gold",Copper,Zinc,Gold,,,,,,,1,0,0,,,
Cochenour Willans Gold Mines Ltd.,,,,,,Cochenour ,Cochenour ,Ontario,51.07729,-93.80895,1932,1971,,,,,Gold,Gold,,,,,,,,,1,0,0,,,
Pickle Crow Gold Mines Ltd,,,,,,,,Ontario,51.50195,-90.05537,1933,1966,,,,,Gold,Gold,,,,,,,,,1,0,0,,,
Ronald Nadon Inc.,Mud Lake Gold Mines Development Company,,,,,Mud Lake,Poltimore / Guillet,Quebec,45.76183,-75.698564,1934,2000,,,,,Feldspar,Feldspar,,,,,,,,,1,0,0,,,
Hollinger Consolidated Gold Mines Ltd. ,,,,,,Ross,Holtyre ,Ontario,48.47809,-80.28421,1934,1989,,,,,Gold,Gold,,,,,,,,,1,0,0,,,
MacLeod-Cockshutt Gold Mines Ltd.,MacLeod Mosher Gold Mines Ltd.,MacLeod Mosher Gold Mines Ltd.,Consolidated Mosher Mines Ltd. ,,,,Geraldton ,Ontario,49.67884,-86.93622,1934,1970,,,,,Gold,Gold,,,,,,,,,1,0,0,,,
Island Mountain Mines Co. Ltd. ,,,,,,,,British Columbia,53.101111,-121.58388,1934,1954,,,,,"Gold, Silver, Lead, Zinc, Tungsten, Bismuth",Gold,Silver,Lead,Zinc,Tungsten,Bismuth,,,,1,0,0,,,
Leitch Gold Mines Ltd,,,,,,,,Ontario,49.62588,-88.0339,1935,1965,,,,,Gold,Gold,,,,,,,,,1,0,0,,,
Colt Resources Ltd.,,,,,,,Greenwood,British Columbia,49.086388,-117.79138,1936,1995,,,,,"Gold, Silver, Copper, Cobalt",Gold,Silver,Copper,Cobalt,,,,,,1,0,0,,,
Murray Collieries Ltd.,,,,,,,,Alberta,51.32831643,-112.5183234,1936,1959,,,,,Coal,Coal,,,,,,,,,1,0,0,,,
Delnite Mines Ltd. ,,,,,,,,Ontario,48.43722,-81.29701,1937,1963,,,,,Gold,Gold,,,,,,,,,1,0,0,,,
Preston East Dome Mines Ltd. ,,,,,,,,Ontario,48.45524,-81.2393,1939,1967,,,,,Gold,Gold,,,,,,,,,1,0,0,,,
Cominco Ltd.,,,,,,Pinchi Lake,Fort St. James ,British Columbia,54.632777,-124.43722,1940,1975,,,,,Mercury,Mercury,,,,,,,,,1,0,0,,,
Egg Kale Coal Co. Ltd. ,,,,,,,Morinville,Alberta,53.8883266,-113.7289473,1941,2004,,,,,Coal,Coal,,,,,,,,,1,0,0,,,
Alberta Coal Sales Ltd.,,,,,,,,Alberta,49.80567707,-112.1788169,1943,1968,,,,,Coal,Coal,,,,,,,,,1,0,0,,,
Mining Corporation of Canada (1964) Ltd.,,,,,,New Joburke Property,Keith Twp,Ontario,48.14714,-82.2833,1946,1974,,,,,Gold,Gold,,,,,,,,,1,0,0,,,
H. G. Young Mines Ltd. ,,,,,,,,Ontario,51.07547,-93.74805,1946,1962,,,,,Gold,Gold,,,,,,,,,1,0,0,,,
North West Coal Co. Ltd. ,,,,,,,,Saskatchewan,49.142675,-102.858797,1947,1965,,,,,Coal,Coal,,,,,,,,,1,0,0,,,
Giant Yellowknife Gold Mines Ltd.,Royal Oak Mines Inc.,Lolor Mines Ltd.,Supercrest Mines Ltd.,,,Giant,Yellowknife ,Northwest Territories,62.5,-114.35,1948,2004,,,,,Gold,Gold,,,,,,,,"The property is now under the management of the Department of Indian Affairs and Northern Development (D.I.A.N.D.), which assumed ownership of the property in 1999. Reclamation activities surrounding the underground arsenic trioxide storage problem are ongoing. Other sections of the property are under ownership of the City of Yellowknife and will be utilized for future recreational purpose (source1 (Silke), p.246)",1,0,0,,,
Reeves MacDonald Mines Ltd.,,,,,,,Remac ,British Columbia,49.024443,-117.35222,1949,1971,,,,,"Zinc, Lead, Silver, Cadmium, Copper, Gallium, Germanium",Zinc,Lead,Silver,Cadmium,Copper,Gallium,Germanium,,,1,0,0,,,
Goldcorp Inc.,Newmont Goldcorp,Evolution Mining,,,,Red Lake,Balmertown,Ontario,51.06028,-93.73128,1949,open,,,,,Gold,Gold,,,,,,,,The Red Lake mine is one of the largest gold mines in Canada and in the world,1,0,0,,,
TVX Gold Inc.,High River Gold Mines Ltd. ,Britannia Mining and Smelting Co. Ltd.,Howe Sound Exploration Co. Ltd. ,HudBay Minerals Inc.,,New Britannia ( Nor-Acme),Snow Lake,Manitoba,54.85833333,-100.0333333,1949,2000,2021,open,,,Gold,Gold,,,,,,,,,1,0,0,,,
Westroc Industries Ltd. ,BPB Canada Inc.,CertainTeed Gypsum Canada,,,,Kootenay River or Elkhorn,Invermere (Windermere Creek),British Columbia,49.454444,-115.42972,1950,open,,,,,Limestone,Limestone,,,,,,,,,1,0,0,https://minfile.gov.bc.ca/Summary.aspx?minfilno=082JSW021,,
Giant Soo Mines Ltd.,,,,,,Estella,,British Columbia,49.769443,-115.60527,1951,1967,,,,,"Silver, Lead, Zinc, Cadmium, Copper, Gold",Silver,Lead,Zinc,Cadmium,Copper,Gold,,,,1,0,0,,,
Domtar Construction Materials Ltd.,Domtar Inc.,"Georgia-Pacific Canada, Inc.",,,,Gypsum Division (No.3),Caledonia ,Ontario,43.09114,-79.96713,1952,1991,,,,,Gypsum,Gypsum,,,,,,,,,1,0,0,,,
Texada Mines Ltd.,,,,,,,Texada Island ,British Columbia,49.703055,-124.55055,1952,1956,,,,,"Iron, Copper, Silver, Gold, Zinc, Magnetite, Cobalt, Molybdenum",Iron,Copper,Silver,Gold,Zinc,Magnetite,Cobalt,Molybdenum,,1,0,0,,,
Princeton Mining Corporation,,,,,,,Cassiar,British Columbia,59.324999,-129.81805,1952,1998,,,,,"Asbestos, Chrysotile, Jade/Nephrite, Gemstones, Magnesium",Asbestos,Chrysotile,Jade/Nephrite,Gemstones,Magnesium,,,,,1,0,0,,,
Radiore Uranium Mines Ltd.,,,,,,,,Saskatchewan,59.46944214,-108.6097487,1952,1959,,,,,Uranium,Uranium,,,,,,,,,1,0,0,,,
East Rim Nickel Mines Ltd. ,Nickel Rim Mines Ltd. ,,,,,,,Ontario,46.67426,-80.80414,1953,1958,,,,,Nickel,Nickel,,,,,,,,Rim Nickel and East Rim Nickel Mines are the same.,1,0,0,,,
Steep Rock Iron Mines Ltd,,,,,,,Steep Rock Lake ,Ontario,48.7932,-91.64844,1953,1980,,,,,Iron,Iron,,,,,,,,,1,0,0,,,
Eldorado Mining and Refining Ltd. ,Cameco - A Canadian Mining & Energy Corp.,,,,,Rabbit Lake-Eagle Point,Uranium City ,Saskatchewan,59.562501,-108.4666611,1953,1982,,,,,Uranium,Uranium,,,,,,,,,1,0,0,,,
Northspan Uranium Mines Ltd. ,,,,,,Lacnor,,Ontario,46.395075,-82.607917,1954,1960,,,,,Uranium,Uranium,,,,,,,,,1,0,0,,,
Jardun Mines Ltd.,,,,,,,,Ontario,46.63751,-84.14293,1954,1957,,,,,Lead,Lead,,,,,,,,,1,0,0,,,
Cayzor Athabaska Mines Ltd.,,,,,,,,Saskatchewan,59.581944,-108.6402774,1954,1960,,,,,Uranium,Uranium,,,,,,,,,1,0,0,,,
Canadian Rock Salt Co. Ltd. The,,,,,,,Ojibway ,Ontario,42.25575,-83.10301,1955,open,,,,,Salt,Salt,,,,,,,,"The first is the Ojibway Mine at 200 Morton Drive in Windsor, established in 1955, and is owned by The Canadian Salt Company, Limited. The facility has 250 employees, earns roughly $75–99 million a year, producing road and mining salt",1,0,0,,,
Marmoraton Mining Co. Ltd. ,Bethlehem Chile Iron Iron Mine Co.,,,,,,Marmora ,Ontario,44.47905,-77.65775,1955,1978,,,,,Iron,Iron,,,,,,,,,1,0,0,,,
Minnesota Minerals Ltd.,Building Products Ltd. ,,,,,,,Ontario,44.50305,-77.42273,1955,1968,,,,,Granite,Granite,,,,,,,,,1,0,0,,,
McMann V. C. Ltd. ,A.W. Wasson Ltd.,,,,,,,New Brunswick,46.07595292,-66.0748075,1955,1965,,,,,Coal,Coal,,,,,,,,Minor occurrence (limited to no exploration work),1,0,0,,,
D.W. and R.A. Mills Ltd.,,,,,,,Minto ,New Brunswick,46.07595292,-66.0748075,1955,1969,,,,,Coal,Coal,,,,,,,,Minor occurrence (limited to no exploration work),1,0,0,,,
Anglo-Rouyn Mines Ltd.,,,,,,,Waden Bay ,Saskatchewan,55.293889,-105.0041731,1955,1992,,,,,"Copper, Silver, Gold",Copper,Silver,Gold,,,,,,,1,0,0,,,
Gunnar Mines Ltd. ,,,,,,,,Saskatchewan,59.385834,-108.8794467,1955,1964,,,,,Uranium,Uranium,,,,,,,,,1,0,0,,,
Cenex Limited,,,,,,,Uranium City ,Saskatchewan,59.543056,-108.6680637,1955,1979,,,,,Uranium,Uranium,,,,,,,,,1,0,0,,,
Empire Development Co. Ltd. ,Empire Venture Ltd.,,,,,,,British Columbia,50.355277,-127.25361,1957,1967,,,,,"Magnetite, Iron, Copper, Gold, Zinc, Cobalt, Limestone, Arsenic",Magnetite,Iron,Copper,Gold,Zinc,Cobalt,Limestone,Arsenic,,1,0,0,,,
Lorado Uranium Mines Ltd.,,,,,,,,Saskatchewan,59.492226,-108.6683393,1957,1960,,,,,Uranium,Uranium,,,,,,,,,1,0,0,,,
North Rankin Nickel Mines Ltd. ,,,,,,North Rankin,Rankin Inlet,Nunavut,62.80972222,-92.09944444,1957,1962,,,,,"Nickel, Copper",Nickel,Copper,,,,,,,"9,760 t nickel and 2,634 t copper, mine site reclaimed (small producer).",1,0,0,,,
Rayrock Mines Ltd.,,,,,,,,Northwest Territories,63.45,-116.5458333,1957,1959,,,,,"Uranium, Silver",Uranium,Silver,,,,,,,"""In 1957, the operation employed 145 and in 1958, with steady operations, it was reported that 135 employees were working at Rayrock Mine. In March 1959, the last date for which information is available, the mine employed a total of 136, including 10 natives who worked manual labour jobs. By department, this workforce was reduced to: mining, 54; shops, 17; general surface, 13; contractors, 19; mill, 19; laboratory, 8; cookery, 12; and office, 13 (mine records). Most of these employees were single men housed in four bunkhouses with total capacity for 140 persons, and a staffhouse for 14 persons. The cookery was rated to handle 125 men at one sitting, and the company townsite contained almost twenty residences including four duplex houses. In 1957, it was reported that the Rayrock townsite contained nine residences including three duplex units, accommodating 12 families. There were also eight school pupils in that year, housed in a small school house on the property. Recreation was provided by an indoor curling rink and recreation room with café, games, and library, built in 1958. Additional family housing was erected in 1958. The Operational History of Mines in the Northwest Territories, Canada Ryan Silke, 2009 Population of the townsite and mine camp in 1958 was reported as 17 families and 135 employees (Byrne, 1957; Rayrock Mines Ltd. Annual Report, 1958)."" (source3, p.417-418)",1,0,0,https://www.miningnorth.com/_rsc/site-content/library/NWT_Mines_History_RSilke2009.pdf,,
Miliken Lake Uranium Mines Ltd.,,,,,,Milliken,Elliot Lake ,Ontario,46.40026,-82.62527,1958,1964,,,,,Uranium,Uranium,,,,,,,,,1,0,0,,,
Canadian Charleson Ltd. ,,,,,,,,Ontario,48.774029,-91.630097,1958,1964,,,,,Iron,Iron,,,,,,,,,1,0,0,,,
Potash Co. Of America Ltd.,Potash Company of America Inc. (a Division of Rio Algom Limited),,,,,Patience Lake,Saskatoon ,Saskatchewan,52.089315,-106.3741196,1958,open,,,,,Potash,Potash,,,,,,,,,1,0,0,,,
Rix-Ahabasca Uranium Mines Ltd.,,,,,,,,Saskatchewan,59.54027286,-108.7222283,1958,1959,,,,,Uranium,Uranium,,,,,,,,,1,0,0,,,
