id	product_id	product	tags	triplicate_1_sample_id	triplicate_2_sample_id	lot_no	manufacturing_date	expiration_date	collected_on	collected_at	collection_notes	blinded_name	blinded_photo	shipped_on	shipped_in	shipment_type	arrived_at_lab_on	analysis_method_phthalates	analysis_method_bisphenols	DEHP_equivalents_ng_g	DEHP_ng_g	DBP_ng_g	BBP_ng_g	DINP_ng_g	DIDP_ng_g	DEP_ng_g	DMP_ng_g	DIBP_ng_g	DNHP_ng_g	DCHP_ng_g	DNOP_ng_g	BPA_ng_g	BPS_ng_g	BPF_ng_g	DEHT_ng_g	DEHA_ng_g	DINCH_ng_g	DIDA_ng_g	DEHP_equivalents_percentile_ng_g	DEHP_percentile_ng_g	DBP_percentile_ng_g	BBP_percentile_ng_g	DINP_percentile_ng_g	DIDP_percentile_ng_g	DEP_percentile_ng_g	DMP_percentile_ng_g	DIBP_percentile_ng_g	DNHP_percentile_ng_g	DCHP_percentile_ng_g	DNOP_percentile_ng_g	BPA_percentile_ng_g	BPS_percentile_ng_g	BPF_percentile_ng_g	DEHT_percentile_ng_g	DEHA_percentile_ng_g	DINCH_percentile_ng_g	DIDA_percentile_ng_g	serving_size_g	DEHP_equivalents_ng_serving	DEHP_ng_serving	DBP_ng_serving	BBP_ng_serving	DINP_ng_serving	DIDP_ng_serving	DEP_ng_serving	DMP_ng_serving	DIBP_ng_serving	DNHP_ng_serving	DCHP_ng_serving	DNOP_ng_serving	BPA_ng_serving	BPS_ng_serving	BPF_ng_serving	DEHT_ng_serving	DEHA_ng_serving	DINCH_ng_serving	DIDA_ng_serving	DEHP_equivalents_percentile_ng_serving	DEHP_percentile_ng_serving	DBP_percentile_ng_serving	BBP_percentile_ng_serving	DINP_percentile_ng_serving	DIDP_percentile_ng_serving	DEP_percentile_ng_serving	DMP_percentile_ng_serving	DIBP_percentile_ng_serving	DNHP_percentile_ng_serving	DCHP_percentile_ng_serving	DNOP_percentile_ng_serving	BPA_percentile_ng_serving	BPS_percentile_ng_serving	BPF_percentile_ng_serving	DEHT_percentile_ng_serving	DEHA_percentile_ng_serving	DINCH_percentile_ng_serving	DIDA_percentile_ng_serving	DEHP_equivalents_percent_tdi_14_kg_epa	DEHP_percent_tdi_14_kg_epa	DBP_percent_tdi_14_kg_epa	BBP_percent_tdi_14_kg_epa	DINP_percent_tdi_14_kg_epa	DIDP_percent_tdi_14_kg_epa	DEP_percent_tdi_14_kg_epa	DMP_percent_tdi_14_kg_epa	DIBP_percent_tdi_14_kg_epa	DNHP_percent_tdi_14_kg_epa	DCHP_percent_tdi_14_kg_epa	DNOP_percent_tdi_14_kg_epa	BPA_percent_tdi_14_kg_epa	BPS_percent_tdi_14_kg_epa	BPF_percent_tdi_14_kg_epa	DEHT_percent_tdi_14_kg_epa	DEHA_percent_tdi_14_kg_epa	DINCH_percent_tdi_14_kg_epa	DIDA_percent_tdi_14_kg_epa	DEHP_equivalents_percent_tdi_70_kg_epa	DEHP_percent_tdi_70_kg_epa	DBP_percent_tdi_70_kg_epa	BBP_percent_tdi_70_kg_epa	DINP_percent_tdi_70_kg_epa	DIDP_percent_tdi_70_kg_epa	DEP_percent_tdi_70_kg_epa	DMP_percent_tdi_70_kg_epa	DIBP_percent_tdi_70_kg_epa	DNHP_percent_tdi_70_kg_epa	DCHP_percent_tdi_70_kg_epa	DNOP_percent_tdi_70_kg_epa	BPA_percent_tdi_70_kg_epa	BPS_percent_tdi_70_kg_epa	BPF_percent_tdi_70_kg_epa	DEHT_percent_tdi_70_kg_epa	DEHA_percent_tdi_70_kg_epa	DINCH_percent_tdi_70_kg_epa	DIDA_percent_tdi_70_kg_epa	DEHP_equivalents_percent_tdi_14_kg_efsa	DEHP_percent_tdi_14_kg_efsa	DBP_percent_tdi_14_kg_efsa	BBP_percent_tdi_14_kg_efsa	DINP_percent_tdi_14_kg_efsa	DIDP_percent_tdi_14_kg_efsa	DEP_percent_tdi_14_kg_efsa	DMP_percent_tdi_14_kg_efsa	DIBP_percent_tdi_14_kg_efsa	DNHP_percent_tdi_14_kg_efsa	DCHP_percent_tdi_14_kg_efsa	DNOP_percent_tdi_14_kg_efsa	BPA_percent_tdi_14_kg_efsa	BPS_percent_tdi_14_kg_efsa	BPF_percent_tdi_14_kg_efsa	DEHT_percent_tdi_14_kg_efsa	DEHA_percent_tdi_14_kg_efsa	DINCH_percent_tdi_14_kg_efsa	DIDA_percent_tdi_14_kg_efsa	DEHP_equivalents_percent_tdi_70_kg_efsa	DEHP_percent_tdi_70_kg_efsa	DBP_percent_tdi_70_kg_efsa	BBP_percent_tdi_70_kg_efsa	DINP_percent_tdi_70_kg_efsa	DIDP_percent_tdi_70_kg_efsa	DEP_percent_tdi_70_kg_efsa	DMP_percent_tdi_70_kg_efsa	DIBP_percent_tdi_70_kg_efsa	DNHP_percent_tdi_70_kg_efsa	DCHP_percent_tdi_70_kg_efsa	DNOP_percent_tdi_70_kg_efsa	BPA_percent_tdi_70_kg_efsa	BPS_percent_tdi_70_kg_efsa	BPF_percent_tdi_70_kg_efsa	DEHT_percent_tdi_70_kg_efsa	DEHA_percent_tdi_70_kg_efsa	DINCH_percent_tdi_70_kg_efsa	DIDA_percent_tdi_70_kg_efsa
7210304	85	Sunwarrior Active Creatine Monohydrate Unflavored	supplements,health	8020303		24052013300	2024-05-23	2026-05-23	2024-07-20	Sprouts Farmers Market		Creatine	07210304.jpg	2024-07-25	Original packaging	UPS Overnight	2024-07-26	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	230	20	42	<5	<1	<100	<10	37	11	<1	<10	<1	<1	<1	<1	<50	<10	<1	<100	83	38	80	<LOQ	<LOQ	<LOQ	<LOQ	82	15	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	5	1150	100	210	<25	<5	<500	<50	185	55	<5	<50	<5	<5	<5	<5	<250	<50	<5	<500	14	5	10	<LOQ	<LOQ	<LOQ	<LOQ	30	17	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO RfD	0.04	0.02	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.007	0.003	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	0.2	0.01	0.2	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI	0.03	0.003	0.03	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI
7210306	86	Emergen C 1000mg Vitamin C Immune Support Fizzy Drink Mix Orange	supplements,health,vitamins			JK8R		2025-08-01	2024-08-03	CVS, 352 University Ave, Palo Alto, CA 94301		Powdered vitamin c medicine	07210306.jpg	2024-08-05	Original packaging	UPS Overnight	2024-08-06	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	58	58	<20	<10	<2	<200	<20	<10	<20	<2	<20	<2	<5	<5	<5	<100	<20	<2	<200	38	79	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	9	522	522	<180	<90	<18	<1800	<180	<90	<180	<18	<180	<18	<45	<45	<45	<900	<180	<18	<1800	6	9	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO RfD	0.2	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.04	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	0.07	0.07	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI	0.01	0.01	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI
7210307	86	Emergen C 1000mg Vitamin C Immune Support Fizzy Drink Mix Orange	supplements,health,vitamins			H69F		2025-07-01	2024-08-03	CVS, 352 University Ave, Palo Alto, CA 94301		Powdered vitamin c medicine	07210307.jpg	2024-08-05	Original packaging	UPS Overnight	2024-08-06	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	30	30	<10	<5	<1	<100	<10	<5	<10	<1	<10	<1	<5	<5	<5	84	<10	<1	<100	31	61	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	48	<LOQ	<LOQ	<LOQ	9	270	270	<90	<45	<9	<900	<90	<45	<90	<9	<90	<9	<45	<45	<45	756	<90	<9	<900	4	7	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	4	<LOQ	<LOQ	<LOQ	NO RfD	0.1	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.02	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	0.04	0.04	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.005	<LOQ	<LOQ	NO TDI	0.008	0.008	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.001	<LOQ	<LOQ	NO TDI
7210308	87	Liquid IV Hydration Multiplier Electrolyte Drink Mix Strawberry	electrolytes,beverages,hydration			LK088-24 09:39 		2026-03-28		Whole Foods Market		Powdered electrolyte mix		2024-08-05	Original packaging	UPS Overnight	2024-08-06	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	336	71	53	<10	<2	<200	<20	34	89	<2	<20	<2	<5	<5	<5	154	<20	<2	<200	87	82	84	<LOQ	<LOQ	<LOQ	<LOQ	79	85	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	67	<LOQ	<LOQ	<LOQ	16	5376	1136	848	<160	<32	<3200	<320	544	1424	<32	<320	<32	<80	<80	<80	2464	<320	<32	<3200	47	21	29	<LOQ	<LOQ	<LOQ	<LOQ	50	67	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	13	<LOQ	<LOQ	<LOQ	NO RfD	0.4	0.06	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.08	0.01	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	0.8	0.2	0.6	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.02	<LOQ	<LOQ	NO TDI	0.2	0.03	0.1	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.004	<LOQ	<LOQ	NO TDI
7210401	69	Guayaki Organic Yerba Mate Bluephoria	energy_drinks,beverages,organic,sodas			NSE 18:47		2025-11-09	2024-08-07	Safeway		Flavored non-sparkling caffeinated drink	07210401.jpg	2024-08-07	Original packaging	UPS Overnight	2024-08-08	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	<LOQ	<10	<10	<5	<1	<100	<10	<5	<10	<1	<10	<1	<1	<1	<1	<50	<10	<1	<100	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	370	<LOQ	<3700	<3700	<1850	<370	<37000	<3700	<1850	<3700	<370	<3700	<370	<370	<370	<370	<18500	<3700	<370	<37000	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI
7210402	70	Coca-Cola Original	sodas,beverages			UVA03082N		2025-03-24	2024-07-17	Safeway		Flavored soda		2024-07-23	Original packaging	UPS Overnight	2024-07-24	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	94	14	16	<5	<1	<100	<10	<5	<10	<1	<10	<1	<1	<1	8.7	61	<10	<1	<100	52	18	33	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	61	32	<LOQ	<LOQ	<LOQ	370	34780	5180	5920	<1850	<370	<37000	<3700	<1850	<3700	<370	<3700	<370	<370	<370	3219.0	22570	<3700	<370	<37000	86	68	82	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	68	70	<LOQ	<LOQ	<LOQ	NO RfD	1.8	0.4	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.4	0.08	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	5.0	0.7	4.2	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.2	<LOQ	<LOQ	NO TDI	1.0	0.1	0.8	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.03	<LOQ	<LOQ	NO TDI
7210403	71	Coca-Cola Diet	sodas,beverages	7210404	7210405	oct724uve23562N			2024-07-29	Safeway, 325 Sharon Park Dr, Menlo Park, CA 94025		Flavored soda	07210403.jpg	2024-08-06	Original packaging	UPS Overnight	2024-08-07	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	<LOQ	<10	<10	<5	<1	<100	<10	<5	<10	<1	<10	<1	<1	<1	3.1	<50	<10	<1	<100	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	22	<LOQ	<LOQ	<LOQ	<LOQ	370	<LOQ	<3700	<3700	<1850	<370	<37000	<3700	<1850	<3700	<370	<3700	<370	<370	<370	1147	<18500	<3700	<370	<37000	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	24	<LOQ	<LOQ	<LOQ	<LOQ	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI
7210404	71	Coca-Cola Diet	sodas,beverages	7210405	7210403	oct724uve23562N			2024-07-29	Safeway, 325 Sharon Park Dr, Menlo Park, CA 94025		Flavored soda	07210404.jpg	2024-08-06	Original packaging	UPS Overnight	2024-08-07	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	<LOQ	<10	<10	<5	<1	<100	<10	<5	<10	<1	<10	<1	<1	<1	3.2	<50	<10	<1	<100	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	24	<LOQ	<LOQ	<LOQ	<LOQ	370	<LOQ	<3700	<3700	<1850	<370	<37000	<3700	<1850	<3700	<370	<3700	<370	<370	<370	1184	<18500	<3700	<370	<37000	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	27	<LOQ	<LOQ	<LOQ	<LOQ	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI
7210405	71	Coca-Cola Diet	sodas,beverages	7210404	7210403	oct724uve23562N			2024-07-29	Safeway, 325 Sharon Park Dr, Menlo Park, CA 94025		Flavored soda	07210405.jpg	2024-08-06	Original packaging	UPS Overnight	2024-08-07	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	0.8	<10	<10	7.9	<1	<100	<10	<5	<10	<1	<10	<1	<1	<1	2.1	<50	<10	<1	<100	0	<LOQ	<LOQ	36	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	15	<LOQ	<LOQ	<LOQ	<LOQ	370	292.3	<3700	<3700	2923	<370	<37000	<3700	<1850	<3700	<370	<3700	<370	<370	<370	777	<18500	<3700	<370	<37000	4	<LOQ	<LOQ	100	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	22	<LOQ	<LOQ	<LOQ	<LOQ	NO RfD	<LOQ	<LOQ	0.1	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	<LOQ	0.02	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	0.04	<LOQ	<LOQ	0.04	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI	0.008	<LOQ	<LOQ	0.008	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI
7210406	72	Coca-Cola Zero	sodas,beverages			UVA20111N		2024-11-04	2024-07-17	Safeway		Flavored soda	07210406.jpg	2024-07-23	Original packaging	UPS Overnight	2024-07-24	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	94	14	16	<5	<1	<100	<10	<5	<10	<1	<10	<1	<1	<1	6.6	76	<10	<1	<100	52	18	33	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	49	43	<LOQ	<LOQ	<LOQ	370	34780	5180	5920	<1850	<370	<37000	<3700	<1850	<3700	<370	<3700	<370	<370	<370	2442	28120	<3700	<370	<37000	86	68	82	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	54	73	<LOQ	<LOQ	<LOQ	NO RfD	1.8	0.4	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.4	0.08	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	5.0	0.7	4.2	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.2	<LOQ	<LOQ	NO TDI	1.0	0.1	0.8	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.04	<LOQ	<LOQ	NO TDI
7210407	76	Celsius Sparkling Orange	energy_drinks,beverages,sodas			MFG 0664 13:37 PO 2		2025-06-01	2024-07-21	Safeway		Flavored sparkling caffeinated drink	07210407.jpg	2024-07-25	Original packaging	UPS Overnight	2024-07-26	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	14	14	<10	<5	<1	<100	<10	<5	<10	<1	<10	<1	<1	<1	7.7	<50	<10	<1	<100	10	18	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	54	<LOQ	<LOQ	<LOQ	<LOQ	370	5180	5180	<3700	<1850	<370	<37000	<3700	<1850	<3700	<370	<3700	<370	<370	<370	2849	<18500	<3700	<370	<37000	46	68	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	63	<LOQ	<LOQ	<LOQ	<LOQ	NO RfD	1.8	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.4	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	0.7	0.7	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI	0.1	0.1	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI
7210408	77	Celsius Sparkling Drink Kiwi Guava	energy_drinks,beverages,sodas			MFG 3643 18:55 DP13		2025-03-01	2024-07-21	Safeway		Flavored sparkling caffeinated drink	07210408.jpg	2024-07-25	Original packaging	UPS Overnight	2024-07-26	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	<LOQ	<10	<10	<5	<1	<100	<10	<5	<10	<1	<10	<1	<1	<1	5.7	<50	<10	<1	<100	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	39	<LOQ	<LOQ	<LOQ	<LOQ	370	<LOQ	<3700	<3700	<1850	<370	<37000	<3700	<1850	<3700	<370	<3700	<370	<370	<370	2109	<18500	<3700	<370	<37000	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	46	<LOQ	<LOQ	<LOQ	<LOQ	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI
